Date,Time,Site,Tracker_ID,ID,Band,Colour_L,Colour_R,Sex,GPS_ID,Lat,Lon,Signal,Gain,Angle,Direction,Receiver,Temperature,Wind,Cloud,Precipitations,Snow_depth,Snow_hardness,Snow_water,Comments
08/12/2023,9:58,4,AMC,121,2991-40507,Blue/Yellow,Metal/Red,Female,12-08-2023 NOCA 121,45.42845,-73.93687,150,30,270,UP,OLD,-7,10,100,0,23,1,1,
08/12/2023,10:11,4,AMC,130,2991-40517,Blue/Black,Metal/Red,Female,12-08-2023 NOCA 124,45.42889,-73.93697,158,30,195,STRAIGHT,OLD,-7,10,100,0,23,1,1,
12/12/2023,12:45,4,AMC,109,2991-40561,Yellow/White,Metal/Blue,Male,12-12-2023 NOCA 109,45.41351,-73.92926,161,20,274,STRAIGHT,OLD,3,22,100,0,8,1,2,
12/12/2023,14:45,4,AMC,105,2991-40556,Black/Black,Metal/Blue,Male,12-12-2023 NOCA 105,45.40671,-73.9326,154,30,139,STRAIGHT,OLD,3,23,100,0,8,1,2,
14/12/2023,10:18,4,AMC,121,2991-40507,Blue/Yellow,Metal/Red,Female,12-14-2023 NOCA 121,45.4303,-73.93843,138,30,172,STRAIGHT,OLD,-6,13,70,0,0,0,0,
14/12/2023,10:59,4,AMC,130,2991-40517,Blue/Black,Metal/Red,Female,12-14-2023 NOCA 130,45.42986,-73.93957,144,30,93,STRAIGHT,OLD,-3,12,10,0,0,0,0,
21/12/2023,9:25,4,AMC,109,2991-40561,Yellow/White,Metal/Blue,Male,12-21-2023 NOCA 109,45.41336,-73.9297,154,30,210,UP,OLD,-8,11,0,0,0,0,0,
21/12/2023,9:57,4,AMC,105,2991-40556,Black/Black,Metal/Blue,Male,12-21-2023 NOCA 105,45.40722,-73.92969,131,30,201,STRAIGHT,OLD,-7,12,0,0,0,0,0,
22/12/2023,9:15,4,AMC,121,2991-40507,Blue/Yellow,Metal/Red,Female,12-21-2023 NOCA 121,45.42863,-73.93704,151,30,258,STRAIGHT,OLD,-10,8,0,0,0,0,0,
30/12/2023,14:18,4,AMC,109,2991-40561,Yellow/White,Metal/Blue,Male,12-30-2023 NOCA 109,45.41257,-73.92872,155,30,94,STRAIGHT,OLD,1,12,100,0,0,0,0,
30/12/2023,14:40,4,AMC,105,2991-40556,Black/Black,Metal/Blue,Male,12-30-2023 NOCA 105,45.40657,-73.92898,145,30,190,UP,OLD,1,13,100,0,0,0,0,"Saw the bird but noticed one of the tag's leg loops might be coming apart, the bird might be able to access the tag or remove it."
03/01/2024,12:15,4,AMC,109,2991-40561,Yellow/White,Metal/Blue,Male,01-03-2024 NOCA 109,45.41267,-73.93039,157,20,237,UP,OLD,2,15,100,0,0,0,0,
05/01/2024,10:07,4,AMC,121,2991-40507,Blue/Yellow,Metal/Red,Female,01-05-2024 NOCA 121,45.431,-73.93866,153,30,80,STRAIGHT,OLD,-10,12,100,0,0.1,1,1,
05/01/2024,12:01,4,AMC,130,2991-40517,Blue/Black,Metal/Red,Female,01-05-2024 NOCA 130,45.42699,-73.94025,143,30,237,STRAIGHT,OLD,-7,13,100,0,0.1,1,1,
11/01/2024,14:17,4,LD,121,2991-40507,Blue/Yellow,Metal/Red,Female,NA,45.42992,-73.93844,219,30,43,STRAIGHT,NEW,-5,17,100,0,21,3,1,"GPS coordinates taken with phone, MBO"
12/01/2024,12:18,4,AMC,109,2991-40561,Yellow/White,Metal/Blue,Male,01-12-2024 NOCA 109,45.412691,-73.927451,125,40,270,STRAIGHT,OLD,-4,6,20,0,17,1,1,Snow had a thin layer of ice on top but I was still able to break through it with my fist.
15/01/2024,9:46,4,LD,121,2991-40507,Blue/Yellow,Metal/Red,Female,01-15-2024 NOCA 99,45.43018,-73.93822,212,30,208,STRAIGHT,NEW,-6,9,50,0,26,1,2,MBO
22/01/2024,9:58,4,LD,109,2991-40561,Yellow/White,Metal/Blue,Male,01-22-2024 NOCA 109,45.41256,-73.92886,235,20,160,UP,NEW,-4,26,20,0,NA,NA,NA,LD had no access to snow measurements
22/01/2024,10:36,4,LD,121,2991-40507,Blue/Yellow,Metal/Red,Female,01-22-2024 NOCA 121,45.42896,-73.93684,205,30,333,UP,NEW,-4,24,20,0,27,1,1,MBO
25/01/2024,14:20,4,LD,130,2991-40517,Blue/Black,Metal/Red,Female,01-25-2024 NOCA 130,45.4289,-73.93697,178,50,229,STRAIGHT,NEW,0,4,100,0,29,2,3,"MBO woods near the entrance, couldn't any closer because of loud snow"
29/01/2024,10:22,4,LD,121,2991-40507,Blue/Yellow,Metal/Red,Female,01-29-2024 NOCA 124,45.43003,-73.9388,218,30,309,UP,NEW,0,16,100,0,25,4,1,MBO
31/01/2024,9:23,4,LD,109,2991-40561,Yellow/White,Metal/Blue,Male,01-31-2024 NOCA 109,45.41319,-73.92879,216,30,243,UP,NEW,-5,5,100,0,21,5,2,"LD had no access to snow measurements, provided by AMC."
05/02/2024,16:47,4,LD,109,2991-40561,Yellow/White,Metal/Blue,Male,02-05-2024 NOCA 109,45.41174,-73.92888,186,40,280,UP,NEW,0,6,0,0,NA,NA,NA,LD had no access to snow measurements
07/02/2024,13:37,4,LD,121,2991-40507,Blue/Yellow,Metal/Red,Female,02-07-2024 NOCA 121,45.43024,-73.93822,206,30,163,STRAIGHT,NEW,-2,2,60,0,23,3,1,MBO
09/02/2024,15:09,4,LD,130,2991-40517,Blue/Black,Metal/Red,Female,02-09-2024 NOCA 130,45.42656,-73.93972,203,40,214,UP,NEW,6,7,70,0,21,1,4,forest across main road from MBO
12/02/2024,10:00,4,LD,121,2991-40507,Blue/Yellow,Metal/Red,Female,NA,,0,,,,,,1,17,90,0,12,1,1,"caught by banders at MBO, tag in good condition"
14/02/2024,14:53,4,LD,130,2991-40517,Blue/Black,Metal/Red,Female,NA,45.42442,-73.93829,205,30,308,STRAIGHT,NEW,-6,28,10,0,8,3,1,"field across road from weather station, GPS points taken with phone"
16/02/2024,14:02,4,LD,109,2991-40561,Yellow/White,Metal/Blue,Male,02-16-2024 NOCA 109,45.46474,-73.84356,229,20,9,UP,NEW,-4,17,70,0,18,1,2,**wrong GPS coordinates. bird found in 109 usual spot.
19/02/2024,16:18,4,LD,109,2991-40561,Yellow/White,Metal/Blue,Male,02-19-2024 NOCA 109,45.41339,-73.92878,197,40,269,UP,NEW,-9,18,10,0,19,1,1,
22/02/2024,12:29,4,LD,121,2991-40507,Blue/Yellow,Metal/Red,Female,02-22-2024 NOCA 121,45.42925,-73.93708,201,40,304,UP,NEW,1,12,60,0,8,1,3,
22/02/2024,13:39,4,LD,130,2991-40517,Blue/Black,Metal/Red,Female,02-22-2024 NOCA 130,45.42503,-73.93983,215,30,117,UP,NEW,0,11,60,0,8,1,3,behind the forest (near farm field) across the main road from MBO
26/02/2024,8:56,4,LD,130,2991-40517,Blue/Black,Metal/Red,Female,02-26-2024 NOCA 130,45.42498,-73.93874,203,30,262,STRAIGHT,NEW,1,8,100,0,5,1,2,forest across main road from MBO
26/02/2024,9:21,4,LD,121,2991-40507,Blue/Yellow,Metal/Red,Female,02-26-2024 NOCA 121,45.42971,-73.9386,200,40,286,STRAIGHT,NEW,2,17,100,0,5,1,2,MBO
27/02/2024,14:27,4,LD,121,2991-40507,Blue/Yellow,Metal/Red,Female,02-27-2024 NOCA 121,45.42965,-73.93794,220,30,112,STRAIGHT,NEW,13,15,0,0,0,1,3,"MBO, large patches of snow away from meter stick"
01/03/2024,12:39,4,LD,121,2991-40507,Blue/Yellow,Metal/Red,Female,03-01-2024 NOCA 121,45.42976,-73.93816,213,30,85,UP,NEW,-2,15,60,0,0,3,1,"MBO, some patches of snow away from meter stick"
04/03/2024,9:27,4,LD,130,2991-40517,Blue/Black,Metal/Red,Female,03-04-2024 NOCA 130,,0,214,30,147,UP,NEW,2,11,100,0,0,1,3,"forest across main road from MBO, some patches of snow away from meter stick"
04/03/2024,10:03,4,LD,121,2991-40507,Blue/Yellow,Metal/Red,Female,03-04-2024 NOCA 118,45.42867,-73.93786,204,30,33,UP,NEW,3,6,80,0,0,1,3,some patches of snow away from meter stick
05/03/2024,13:58,4,AMC,100,2991-40546,Green/Green,Metal/Red,Female,03-05-2024 NOCA 100,45.41342,-73.93024,90,70,0,STRAIGHT,OLD,14,14,60,0,0,0,0,"Detected from the roundabout close to the highway, probably in the green patch between the highway and the train tracks."
05/03/2024,14:13,4,AMC,109,2991-40561,Yellow/White,Metal/Blue,Male,03-05-2024 NOCA 109,45.41296,-73.92891,153,30,299,UP,OLD,14,14,70,0,0,0,0,Located at the usual spot.
07/03/2024,12:22,4,LD,109,2991-40561,Yellow/White,Metal/Blue,Male,03-07-2024 NOCA 109,45.41205,-73.93005,176,50,116,STRAIGHT,NEW,7,20,30,0,0,0,0,"moving from one street to the other, mostly in backyards"
08/03/2024,9:29,4,LD,121,2991-40507,Blue/Yellow,Metal/Red,Female,03-08-2024 NOCA 121,45.4275,-73.938,211,30,358,UP,NEW,-1,15,0,0,0,0,0,deep in woods between the main road and the MBO
11/03/2024,11:09,4,LD,130,2991-40517,Blue/Black,Metal/Red,Female,03-11-2024 NOCA 130,45.42451,-73.93893,214,40,335,STRAIGHT,NEW,-1,33,80,0,6,1,2,forest across main road from MBO
11/03/2024,11:45,4,LD,109,2991-40561,Yellow/White,Metal/Blue,Male,03-11-2024 NOCA 109,45.40931,-73.93099,232,30,284,STRAIGHT,NEW,-1,28,90,0,6,1,2,"located on the usual street but further south than normal, thin layer of snow on most parts of the ground"
13/03/2024,9:45,4,LD,121,2991-40507,Blue/Yellow,Metal/Red,Female,03-13-2024 NOCA 121,45.42778,-73.93173,194,40,170,STRAIGHT,NEW,0,13,50,0,0,0,0,
20/03/2024,10:45,4,LD,130,2991-40517,Blue/Black,Metal/Red,Female,03-20-2024 NOCA 130,45.42633,-73.93954,207,30,270,STRAIGHT,NEW,2,19,70,0,0,0,0,
20/03/2024,14:24,4,LD,109,2991-40561,Yellow/White,Metal/Blue,Male,03-20-2024 NOCA 109,45.40733,-73.93337,198,40,265,STRAIGHT,NEW,1,11,40,0,0,0,0,"path between eco residence and neighborhood, south of cemetery"
20/03/2024,10:28,4,AMC,121,2991-40507,Blue/Yellow,Metal/Red,Female,03-20-2024 NOCA 121,45.4289,-73.93839,157,30,303,UP,OLD,1,25,60,0,0,0,0,In the pine at the junction of MBO trails left of the main path
25/03/2024,11:46,4,LD,109,2991-40561,Yellow/White,Metal/Blue,Male,03-25-2024 NOCA 109,45.40705,-73.93445,205,30,78,STRAIGHT,NEW,1,17,0,0,0,1,1,some patches of snow. found near ecoresidence along fence separating the usual BD neighborhood
26/03/2024,14:06,4,LD,130,2991-40517,Blue/Black,Metal/Red,Female,03-26-2024 NOCA 130,45.42903,-73.94141,204,40,302,STRAIGHT,NEW,8,17,40,0,0,0,0,next to arbo welcome building
27/03/2024,15:25,4,AMC,100,2991-40546,Green/Green,Metal/Red,Female,03-27-2024 NOCA 100,45.41491,-73.93217,92,60,136,UP,,14,12,40,0,0,0,0,Located close to the McGill fields near the round-about in the industrial zone.
01/04/2024,10:24,4,AMC,130,2991-40517,Blue/Black,Metal/Red,Female,04-01-2024 NOCA 130,45.42971,-73.94065,139,30,30,UP,OLD,6,6,70,0,0,0,0,Near the pond but close to the arbo limit.
02/04/2024,14:08,4,LD,109,2991-40561,Yellow/White,Metal/Blue,Male,04-22-2024 NOCA 109,45.4071,-73.93423,188,40,99,UP,NEW,8,20,10,0,0,0,0,near ecoresidence in a backyard
05/04/2024,13:15,4,LD,109,2991-40561,Yellow/White,Metal/Blue,Male,04-05-2024 NOCA 109,45.4072,-73.93433,198,40,97,STRAIGHT,NEW,4,17,100,0,11,1,3,"MBO snow measurements, most of the ground covered by snow"
07/04/2024,11:31,4,LD,109,2991-40561,Yellow/White,Metal/Blue,Male,04-07-2024 NOCA 109,45.40754,-73.93447,238,20,122,STRAIGHT,NEW,7,6,0,0,0,0,0,"MBO snow measurements, most of gorund covered by snow (but not near measuring stick)"
07/04/2024,12:01,4,LD,100,2991-40546,Green/Green,Metal/Red,Female,04-07-2024 NOCA 100,45.41403,-73.93238,151,50,104,STRAIGHT,NEW,7,5,0,0,0,0,0,"along edge of mcgill farm field, near industrial area"
10/04/2023,13:56,4,AMC,109,2991-40561,Yellow/White,Metal/Blue,Male,04-10-2024 NOCA 109,45.40686,-73.93414,138,40,26,STRAIGHT,OLD,14,9,50,0,0,0,0,Deep in the ecoresidence yard
03/05/2024,11:28,4,AMC,100,2991-40546,Green/Green,Metal/Red,Female,05-03-2024 NOCA 100,45.4151,-73.93081,111,50,200,STRAIGHT,OLD,13,11,100,0,0,0,0,"Hanging out between the train track and the highway, no way to get closer to the bird."
26/10/2023,10:45,5,AMC,131,2991-40524,Red/Red,Metal/Red,Female,NA,45.460315,-73.642448,NA,NA,NA,NA,NA,16,10,100,0,0,0,0,Bird was released at the end of a street near the Loyola campus.
27/10/2023,7:59,5,AMC,131,2991-40524,Red/Red,Metal/Red,Female,10-27-2023 NOCA 131,45.46044,-73.63682,151,30,59,UP,NEW,16,2,100,0,0,0,0,Bird was detected bouncing around some backyards.
27/10/2023,13:06,5,MG,134,2991-40527,Red/Yellow,Metal/Red,Female,NA,45.46041,-73.64294,NA,NA,NA,NA,NA,19,10,100,0,0,0,0,Bird was eager to get out of the box.
28/10/2023,12:22,5,AMC,91,2991-40528,Red/Green,Metal/Red,Female,10-28-2023 NOCA 91 RELEASE,45.4603,-73.64232,NA,NA,NA,NA,NA,17,16,20,0,0,0,0,Bird was released in site 5 instead of site 6 as written in field notebook due to error on my end. The bird flew near houses on the opposite side of the street.
30/10/2023,13:44,5,AMC,91,2991-40528,Red/Green,Metal/Red,Female,10-30-2023 NOCA 91,45.46285,-73.64303,165,20,40,STRAIGHT,OLD,2,8,100,2,0.5,0,0,"Bird was located in someone's backyard, most probably feeding on the ground."
31/10/2023,10:46,5,AMC,94,2991-40534,Red/Green,Metal/Blue,Male,10-31-2023 NOCA 94,45.45987,-73.64197,NA,NA,NA,NA,NA,2,10,40,0,0,0,0,RELEASE DAY
01/11/2023,12:56,5,AMC,94,2991-40534,Red/Green,Metal/Blue,Male,11-02-2023 NOCA 94,45.4591,-73.64288,150,20,30,UP,OLD,1,12,100,0,0,0,0,"Found in a tree directly on campus, saw the bird."
03/11/2023,11:02,5,AMC,101,2991-40551,Yellow/Green,Metal/Blue,Male,11-03-2023 NOCA 101,45.46033,-73.64294,NA,NA,NA,NA,NA,7,16,100,0,0,0,0,Flew high up in the trees.
10/11/2023,11:00,5,MG,101,2991-40551,Yellow/Green,Metal/Blue,Male,11-10-23 NOCA 101,45.46295,-73.6432,221,20,30,UP,NEW,7,21,100,0,0,0,0,Heard chirping coming from backyard with tall conifers
10/11/2023,11:45,5,MG,91,2991-40528,Red/Green,Metal/Red,Female,11-10-23 NOCA 91,45.46282,-73.64275,195,40,14,STRAIGHT,NEW,7,21,100,0,0,0,0,"Found in the same backyard as 101, couldn't get a better signla"
14/11/2023,13:26,5,AMC,110,2991-40562,Green/Green,Metal/Blue,Male,11-14-2023 NOCA 110,45.460008,-73.6422,NA,NA,NA,NA,NA,3,10,90,0,0,0,0,RELEASE DAY
15/11/2023,9:50,5,AMC,113,2991-40563,Brown/Yellow,Metal/Red,Female,11-15-2023 NOCA 113,45.46028,-73.64204,NA,NA,NA,NA,NA,5,12,90,0,0,0,0,RELEASE DAY
16/11/2023,10:00,5,MG,113,2991-40563,Brown/Yellow,Metal/Red,Female,11-16-23 NOCA 113,45.46064,-73.64175,181,40,231,STRAIGHT,NEW,6,6,0,0,0,0,0,"Found very close to release point, seems to be on the ground (signal changes so I dont think its a dead bird)"
16/11/2023,11:00,5,MG,110,,,,Male,,,0,,,,,,,,,,,0,0,"Detected on the corner of King Edward and Somerled, seems to be in someones backyard, couldnt get a signal over 150 at 70G"
16/11/2023,12:23,5,AMC,110,2991-40562,Green/Green,Metal/Blue,Male,11-16-2023 NOCA 110,45.46296,-73.6432,154,30,33,STRAIGHT,OLD,9,9,10,0,0,0,0,Found in someone's backyard bouncing around quickly.
19/11/2023,12:58,5,MG,113,2991-40563,Brown/Yellow,Metal/Red,Female,11-19-23 NOCA 113,45.46065,-73.64181,177,40,188,GROUND,NEW,5,23,100,0,0,0,0,"Same backyard as 3 days ago, same cat spotted both times in backyard, signal dropped when cat left (both times) .... suspicious, need to check the cat out"
20/11/2023,10:08,5,AMC,134,2991-40527,Red/Yellow,Metal/Red,Female,11-20-2023 NOCA 134,45.45684,-73.65623,110,40,164,STRAIGHT,OLD,-2,9,30,0,0,0,0,"Tracked the bird all the way to the train track access, but couldn't get closer."
21/11/2023,2:10,5,MG,110,2991-40562,Green/Green,Metal/Blue,Male,11-21-23 NOCA 110,45.46342,-73.63734,212,30,51,STRAIGHT,NEW,2,13,100,0,0,0,0,In cedar hedge dividing properties
24/11/2023,1:56,5,MG,110,2991-40562,Green/Green,Metal/Blue,Male,11-24-23 NOCA 110,45.45837,-73.64152,187,40,319,STRAIGHT,NEW,-5,20,10,0,0,0,0,"Same cedar hedge as 2 days ago, I spoke with the homeowner, she said there are a lot of cardinals in her backyard"
30/11/2023,11:56,5,AMC,91,2991-40528,Red/Green,Metal/Red,Female,11-30-2023 NOCA 91,45.47003,-73.65702,142,30,80,STRAIGHT,OLD,4,20,70,0,0,0,0,Located pretty far in some people's backyard near train tracks.
03/01/2024,11:27,5,MG,134,2991-40527,Red/Yellow,Metal/Red,Female,01-03-NOCA 134,45.45485,-73.67011,91,80,180,STRAIGHT,NEW,1,15,100,0,0,0,0,"In golf course, cannot get closer due to fence"
14/10/2023,12:39,6,AMC,120,,Blue/Red,Metal/Blue,Male,10-14-2023 NOCA 120 RELEASE,,0,NA,NA,NA,NA,NA,15,9,70,0,0,0,0,"The bird seemed a bit stressed upon release, it took around 5 minutes for it to fly away. Putting the cover back on the box seemed to help. It flew directly into the Champ des Possibles."
15/10/2023,13:30,6,AMC,120,,Blue/Red,Metal/Blue,Male,10-15-2023 NOCA 120 DETECTION,,0,122,49,133,STRAIGHT,OLD,11,11,100,0,0,0,0,This is only a detection point as I wasn't able to get the exact location of the bird. It seemed to hang out near a community garden along Maguire Street.
18/10/2023,9:14,6,AMC,120,,Blue/Red,Metal/Blue,Male,10-18-2023 NOCA 120 DEAD,45.52759,-73.59563,200,9,252,GROUND,OLD,10,5,0,0,0,0,0,"The bird was found dead right below a tall building with lots of windows. Probably due to window collision, the tag was recovered and no signs of predation were observed. The bird will be sent to have a necropsy procedure."
26/10/2023,11:01,6,AMC,133,2991-40525,Red/Red,Metal/Blue,Male,10-26-2023 NOCA 133 RELEASE,45.45921,-73.64075,NA,NA,NA,NA,NA,17,10,100,0,0,0,0,Bird was released near the pollinator garden besides the parking lot.
28/10/2023,12:36,6,AMC,90,2991-40529,Red/Yellow,Metal/Blue,Male,10-28-2023 NOCA 90 RELEASE,45.45916,-73.64077,NA,NA,NA,NA,NA,17,16,30,0,0,0,0,Bird flew up in a tree near the pollinator gardens along a path.
31/10/2023,11:04,6,AMC,96,2991-40535,Red/Black,Metal/Blue,Male,10-31-2023 NOCA 96,45.45919,-73.64072,NA,NA,NA,NA,NA,2,10,40,0,0,0,0,RELEASE DAY
01/11/2023,12:40,6,AMC,90,2991-40529,Red/Yellow,Metal/Blue,Male,11-02-2023 NOCA 90,45.46036,-73.64173,123,30,0,STRAIGHT,OLD,1,12,100,0,0,0,0,Found in someone's backyard in the corner of gardens.
01/11/2023,13:11,6,AMC,96,2991-40535,Red/Black,Metal/Blue,Male,11-02-2023 NOCA 96,45.45735,-73.64234,147,30,217,UP,OLD,1,12,100,0,0,0,0,Saw the bird in someone's backyard.
06/11/2023,11:46,6,AMC,107,2991-40557,White/White,Metal/Red,Female,11-06-2023 NOCA 107,45.45915,-73.64104,NA,NA,NA,NA,NA,3,10,100,0,0,0,0,RELEASE DAY
06/11/2023,11:46,6,AMC,108,2991-40558,Brown/Red,Metal/Red,Female,11-06-2023 NOCA 108,45.45915,-73.64104,NA,NA,NA,NA,NA,3,10,100,0,0,0,0,RELEASE DAY
10/11/2023,9:46,6,AMC,108,2991-40558,Brown/Red,Metal/Red,Female,11-10-2023 NOCA 108,45.46144,-73.64198,212,30,36,UP,NEW,5,19,100,0,0,0,0,Located in someone's backyard.
10/11/2023,10:32,6,AMC,96,2991-40535,Red/Black,Metal/Blue,Male,11-10-2023 NOCA 96,45.45666,-73.64257,140,30,47,STRAIGHT,OLD,7,21,100,0,0,0,0,Located in someone's backyard.
10/11/2023,14:51,6,AMC,107,2991-40557,White/White,Metal/Red,Female,11-10-2023 NOCA 107,45.45859,-73.64829,140,30,NA,UP,OLD,6,17,100,0,0,0,0,"Located in a tree besides the street, way up."
11/11/2023,10:30,6,MG,108,2991-40558,Brown/Red,Metal/Red,Female,11-11-23 NOCA 108,45.46158,-73.64183,200,30,24,STRAIGHT,NEW,2,11,100,0,0,0,0,Found in the same backyard as last time
16/11/2023,11:15,6,AMC,107,2991-40557,White/White,Metal/Red,Female,11-16-2023 NOCA 107,45.45552,-73.6439,140,40,54,STRAIGHT,OLD,8,9,0,0,0,0,0,Bouncing very quickly between backyards.
19/112023,11:44,6,MG,107,2991-40557,White/White,Metal/Red,Female,11-19-23 NOCA 107,45.45886,-73.64822,213,30,42,UP,NEW,4,23,90,0,0,0,0,In backyard with lots of tall trees
19/11/2023,12:30,6,MG,108,2991-40558,Brown/Red,Metal/Red,Female,11-19-23 NOCA 108,45.46233,-73.64172,209,30,232,STRAIGHT,NEW,5,23,100,0,0,0,0,"In backyard, I saw a female at the feeder but she left before I could see if it was a tagged cardinal (108 is female and the signal dropped when she flew away) Spoke to homeowner"
20/11/2023,12:25,6,AMC,112,2991-40564,Green/Black,Metal/Blue,Male,11-20-2023 NOCA 112,45.45918,-73.64109,NA,NA,NA,NA,NA,-1,8,0,0,0,0,0,
20/11/2023,13:26,6,AMC,108,2991-40558,Brown/Red,Metal/Red,Female,11-20-2023 NOCA 108,45.46229,-73.64165,181,30,NA,UP,OLD,0,8,10,0,0,0,0,Saw the cardinal up in a tree near the sidewalk in front of a house.
20/11/2023,14:03,6,AMC,107,2991-40557,White/White,Metal/Red,Female,11-20-2023 NOCA 107,45.45923,-73.64738,131,40,227,STRAIGHT,OLD,0,8,10,0,0,0,0,The best point I could get as the bird was bouncing around a lot.
23/11/2023,15:54,6,AMC,117,2991-40570,Brown/White,Metal/Red,Female,11-23-2023 NOCA 117,45.45925,-73.64059,NA,NA,NA,NA,NA,4,7,100,0,0,0,0,
30/11/2023,13:42,6,AMC,107,2991-40557,White/White,Metal/Red,Female,11-30-2023 NOCA 107,45.45658,-73.64465,126,40,40,STRAIGHT,OLD,6,20,100,0,0,0,0,Not a very precise point but the backyard area is very large.
30/11/2023,14:29,6,AMC,108,2991-40558,Brown/Red,Metal/Red,Female,11-30-2023 NOCA 108,45.46218,-73.64154,125,40,255,STRAIGHT,OLD,6,17,90,0,0,0,0,Not a very precise point but the backyard area is very large.
06/12/2023,8:25,6,MG,108,2991-40558,Brown/Red,Metal/Red,Female,12-06-23 NOCA 108,45.46289,-73.63876,208,30,303,UP,NEW,-10,15,70,0,21,1,1,In someone's backyard blocked by cedars
06/12/2023,10:09,6,MG,107,2991-40557,White/White,Metal/Red,Female,12-06-23 NOCA 107,45.46281,-73.6427,210,30,29,GROUND,NEW,-9,13,90,0,21,1,1,"Pointed down towards the ground, but I couldn't get closer/see due to fence"
12/12/2023,3:16,6,MG,108,2991-40558,Brown/Red,Metal/Red,Female,12-12-2023 NOCA 108,45.46263,-73.63867,201,30,336,GROUND,NEW,-2,24,100,0,0,0,0,"In backyard, same area as last time"
12/12/2023,3:37,6,MG,107,2991-40557,White/White,Metal/Red,Female,12-12-NOCA 107,45.46296,-73.64321,197,40,36,UP,NEW,3,24,100,0,0,0,0,In someone's backyard
13/12/2023,13:05,6,AMC,108,2991-40558,Brown/Red,Metal/Red,Female,12-13-2023 NOCA 108,45.4625,-73.63889,165,20,258,STRAIGHT,OLD,0,23,70,0,0,0,0,
16/12/2023,1:35,6,MG,108,2991-40558,Brown/Red,Metal/Red,Female,12-16-23 NOCA 108,45.46404,-73.6393,173,40,333,STRAIGHT,NEW,2,7,20,0,0,0,0,"In backyard, couldn't get a better signal, I tried on the street over but it wasn't any better, spoke with homeowner"
20/12/2023,10:30,6,AMC,107,2991-40557,White/White,Metal/Red,Female,12-20-2023 NOCA 107,45.46438,-73.64208,119,40,180,STRAIGHT,OLD,-2,8,100,0,0,0,0,
20/12/2023,10:48,6,AMC,108,2991-40558,Brown/Red,Metal/Red,Female,12-20-2023 NOCA 108,45.46305,-73.63871,151,30,108,STRAIGHT,OLD,-2,8,100,0,0,0,0,
28/12/2023,10:25,6,MG,107,2991-40557,White/White,Metal/Red,Female,12-28-23 NOCA 107,45.46288,-73.64301,208,30,52,STRAIGHT,NEW,2,20,100,0,0,0,0,
28/12/2023,11:22,6,MG,108,2991-40558,Brown/Red,Metal/Red,Female,12-28-23 NOCA 108,45.46186,-73.63499,241,20,166,UP,NEW,2,22,100,0,0,0,0,Right behind solid fence
31/12/2023,11:51,6,MG,108,2991-40558,Brown/Red,Metal/Red,Female,12-31-23 NOCA 108,45.46324,-73.63822,225,20,328,STRAIGHT,NEW,-5,11,100,0,0,0,0,"Heard chipping, flying between backyards on opposite sides of the street"
31/12/2023,12:16,6,MG,107,2991-40557,White/White,Metal/Red,Female,12-31-23 NOCA 107,45.46469,-73.64299,191,40,34,GROUND,NEW,-5,11,100,0,0,0,0,Deep in someone's backyard
02/01/2024,9:51,6,MG,107,2991-40557,White/White,Metal/Red,Female,01-02-24 NOCA 107,45.4651,-73.6422,193,40,225,UP,NEW,-2,28,100,0,0,0,0,Deep in backyard
02/01/2024,9:45,6,AMC,108,2991-40558,Brown/Red,Metal/Red,Female,01-02-2024 NOCA 108,45.40657,-73.92898,153,30,301,STRAIGHT,OLD,-1,17,100,0,0,0,0,
11/01/2024,10:31,6,MG,107,2991-40557,White/White,Metal/Red,Female,01-11-24 NOCA 107,45.4644,-73.64455,202,30,38,STRAIGHT,NEW,-5,24,60,0,0,0,0,In a backayard that has lots of conifers
11/01/2024,11:00,6,MG,108,2991-40558,Brown/Red,Metal/Red,Female,01-11-24 NOCA 108,45.46244,-73.63453,250,10,149,STRAIGHT,NEW,-5,22,70,0,0,0,0,"I got super close, heard chipping and signal moved frequently so bird is still ok"
15/01/2024,9:57,6,LD,112,2991-40564,Green/Black,Metal/Blue,Male,01-15-2024 NOCA 99,45.43018,-73.93822,213,30,208,STRAIGHT,NEW,-6,9,50,0,26,1,2,"MBO. Got one very strong signal and then it went away, couldn't find 112 again after."
18/01/2024,1:48,6,MG,108,2991-40558,Brown/Red,Metal/Red,Female,01-18-24 NOCA 108,45.46178,-73.63506,232,20,125,STRAIGHT,NEW,-7,19,100,0,0,0,0,Has been in this backyard before
27/01/2024,8:38,6,MG,108,2991-40558,Brown/Red,Metal/Red,Female,01-27-24 NOCA 108,45.46211,-73.63666,240,20,221,UP,NEW,-1,13,100,0,0,0,0,"Heard HoSp, AmRo, and multiple male cardinals singing"
27/01/2024,9:06,6,MG,107,2991-40557,White/White,Metal/Red,Female,01-27-24 NOCA 107,45.46531,-73.6426,195,40,191,UP,NEW,-1,13,100,0,0,0,0,"Deep in backyard, lots of cedar hedges"
01/02/2024,11:34,6,MG,108,2991-40558,Brown/Red,Metal/Red,Female,02-01-24 NOCA 108,45.46336,-73.63729,181,40,34,UP,NEW,2,13,100,1,0,0,0,"In cedar bushes, it was drizzling"
