"Date","Time","Site","Tracker_ID","ID","Band","Colour_L","Colour_R","Sex","GPS_ID","Lat","Lon","Signal","Gain","Angle","Direction","Receiver","Temperature","Wind","Cloud","Precipitations","Snow_depth","Snow_hardness","Snow_water","Distance_new","new_lon","new_lat"
2024-12-18,"11:50",4,"LF","631","2991-46012","Black/Black","Metal/Yellow","F","12-18-24 NOCA631",45.4111,-73.93048,240,30,280,"STRAIGHT","NEW",3,11,100,"0","0",1,3,25,-73.9307945108166,45.4111390603173
2024-12-18,"11:55",4,"LF","608","2651-73186","Blue/Black","Metal/Yellow","F","12-18-24 NOCA608",45.41116,-73.93045,198,30,260,"STRAIGHT","NEW",3,11,100,"0","0",1,3,25,-73.930764510716,45.4111209388168
2024-12-18,"12:20",3,"LF","617","2991-45869","Red/Yellow","Metal/Yellow","F","12-18-24 NOCA617",45.4127,-73.9325,210,20,67,"STRAIGHT","NEW",4,15,100,"0.1","0",1,3,15,-73.9323236100538,45.4127527349295
2024-12-19,"9:52",4,"ET","630","2651-73115","Red/Yellow","Metal/Green","M","12-19-24 NOCA630",45.40779,-73.93321,166,30,94,"UP","OLD",-4,20,10,"0","2",2,0,25,-73.9328914342136,45.4077743083931
2024-12-19,"10:05",4,"ET","620","2651-73197","Red/Black","Metal/Yellow","F","12-19-24 NOCA620",45.40776,-73.93328,153,30,94,"UP","OLD",-4,20,10,"0","2",2,0,25,-73.9329614343822,45.407744308393
2024-12-19,"10:23",4,"ET","614","2651-73185","Blue/Green","Metal/Yellow","F","12-19-24 NOCA614",45.40781,-73.93324,151,30,81,"UP","OLD",-4,20,15,"0","2",2,0,25,-73.9329245875647,45.4078451882501
2024-12-22,"8:20",4,"LF","627","2991-10810","Blue/White","Metal/Green","M","12-22-24 NOCA627",45.42881,-73.93695,208,30,224,"DOWN","NEW",-16,9,5,"0","10",3,2,25,-73.937171916519,45.4286481906268
2024-12-22,"12:40",4,"LF","620","2651-73197","Red/Black","Metal/Yellow","F","12-22-24 NOCA620",45.40689,-73.93379,197,30,255,"STRAIGHT","NEW",-13,11,0,"0","3",1,2,25,-73.9340984571893,45.4068317802932
2024-12-22,"13:00",4,"LF","614","2651-73185","Blue/Green","Metal/Yellow","F","12-22-24 NOCA614",45.40586,-73.93567,228,20,217,"DOWN","NEW",-13,11,0,"0","3",1,2,15,-73.9357853073846,45.4057522118895
2024-12-29,"8:30",4,"LF","631","2991-46012","Black/Black","Metal/Yellow","F","12-29-24 NOCA631",45.4119,-73.93049,227,20,235,"STRAIGHT","NEW",-2,4,100,"0","12",1,2,15,-73.9306469658354,45.4118225870795
2024-12-29,"8:50",4,"LF","620","2651-73197","Red/Black","Metal/Yellow","F","12-29-24 NOCA620",45.40759,-73.93246,214,20,218,"STRAIGHT","NEW",-2,4,100,"0","12",1,2,15,-73.93257796396,45.4074836458922
2024-12-29,"8:50",4,"LF","630","2651-73115","Red/Yellow","Metal/Green","M","12-29-24 NOCA630",45.40768,-73.9325,222,20,218,"STRAIGHT","NEW",-2,4,100,"0","12",1,2,15,-73.9326179641473,45.4075736458939
2024-12-29,"9:20",4,"LF","614","2651-73185","Blue/Green","Metal/Yellow","F","12-29-24 NOCA614",45.40767,-73.93253,205,30,224,"UP","NEW",-2,7,100,"0","12",1,2,25,-73.9327518337268,45.4075081900255
2024-12-29,"9:40",4,"LF","623","2991-46001","Yellow/Yellow","Metal/Yellow","F","12-29-24 NOCA623",45.40751,-73.92542,234,20,203,"STRAIGHT","NEW",-2,8,100,"0","12",1,2,15,-73.9254948659993,45.407385763831
2024-12-29,"11:00",3,"LF","617","2991-45869","Red/Yellow","Metal/Yellow","F","12-29-24 NOCA617",45.41093,-73.93018,230,30,238,"STRAIGHT","NEW",-1,6,100,"0","12",1,2,25,-73.9304508333209,45.4108107986296
2024-12-29,"12:30",3,"LF","635","2991-46014","Red/Black","Metal/Green","M","12-29-24 NOCA635",45.41067,-73.92162,207,20,236,"STRAIGHT","NEW",-1,8,100,"0","12",1,2,15,-73.9217788566566,45.4105945283359
2024-12-29,"12:30",3,"LF","637","2991-46015","Red/White","Metal/Green","M","12-29-24 NOCA637",45.41067,-73.92162,214,20,236,"STRAIGHT","NEW",-1,8,100,"0","12",1,2,15,-73.9217788566566,45.4105945283359
2025-01-02,"8:50",4,"LF","608","2651-73186","Blue/Black","Metal/Yellow","F","01-02-25 NOCA608",45.41072,-73.93044,194,30,80,"UP","NEW",-1,26,98,"0","2",2,1,25,-73.9301254912924,45.41075906032
2025-01-02,"10:10",4,"LF","627","2991-10810","Blue/White","Metal/Green","M","01-02-25 NOCA627",45.42963,-73.93831,210,20,110,"STRAIGHT","NEW",-1,28,100,"0","5",3,1,15,-73.9381298797255,45.4295838392123
2025-01-05,"8:50",4,"LF","631","2991-46012","Black/Black","Metal/Yellow","F","01-05-25 NOCA631",45.41124,-73.93048,216,20,134,"STRAIGHT","NEW",-12,19,100,"0","3",4,1,15,-73.9303421618223,45.4111462452554
2025-01-05,"9:00",4,"LF","608","2651-73186","Blue/Black","Metal/Yellow","F","01-05-25 NOCA608",45.41121,-73.93057,227,20,270,"DOWN","NEW",-12,19,100,"0","3",4,1,15,-73.9307616178316,45.4112099998393
2025-01-05,"9:20",3,"LF","617","2991-45869","Red/Yellow","Metal/Yellow","F","01-05-25 NOCA617",45.41085,-73.93014,235,20,210,"STRAIGHT","NEW",-12,17,100,"0","3",4,1,15,-73.9302358081095,45.4107331167152
2025-01-05,"10:30",4,"LF","630","2651-73115","Red/Yellow","Metal/Green","M","01-05-25 NOCA630",45.40697,-73.9344,218,20,168,"DOWN","NEW",-13,16,100,"0","3",4,1,15,-73.934360163486,45.4068379840696
2025-01-05,"10:45",4,"LF","620","2651-73197","Red/Black","Metal/Yellow","F","01-05-25 NOCA620",45.40699,-73.93341,200,30,241,"UP","NEW",-13,16,100,"0","3",4,1,25,-73.9336892998834,45.4068809455831
2025-01-05,"12:00",4,"LF","623","2991-46001","Yellow/Yellow","Metal/Yellow","F","01-05-25 NOCA623",45.40715,-73.92596,202,30,255,"UP","NEW",-13,15,100,"0","3",4,1,25,-73.9262684586044,45.4070917802958
2025-01-07,"9:15",4,"LF","627","2991-10810","Blue/White","Metal/Green","M","01-07-25 NOCA627",45.41982,-73.93848,203,30,195,"STRAIGHT","NEW",-9,22,100,"0","7",1,1,25,-73.9385626694851,45.4196027231115
2025-01-10,"10:34",4,"ET","631","2991-46012","Black/Black","Metal/Yellow","F","01-10-25 NOCA631",45.41051,-73.92925,164,20,344,"UP","OLD",-7,21,0,"0","11",1,1,15,-73.9293028165009,45.4106397368173
2025-01-10,"10:34",3,"ET","617","2991-45869","Red/Yellow","Metal/Yellow","F","01-10-25 NOCA617",45.41051,-73.92925,157,20,344,"UP","OLD",-7,21,0,"0","11",1,1,15,-73.9293028165009,45.4106397368173
2025-01-10,"11:40",4,"ET","614","2651-73185","Blue/Green","Metal/Yellow","F","01-10-25 NOCA614",45.40778,-73.93318,151,30,158,"UP","OLD",-6,21,0,"0","11",1,1,25,-73.9330603721758,45.4075714373168
2025-01-10,"11:54",4,"ET","630","2651-73115","Red/Yellow","Metal/Green","M","01-10-25 NOCA630",45.40768,-73.9332,152,30,150,"UP","OLD",-6,21,0,"0","11",1,1,25,-73.9330403289687,45.4074851943708
2025-01-12,"8:30",3,"LF","635","2991-46014","Red/Black","Metal/Green","M","01-12-25 NOCA635",45.41007,-73.92012,204,30,110,"STRAIGHT","NEW",-10,9,0,"0","17",1,1,25,-73.9198199033406,45.4099930649315
2025-01-12,"8:40",3,"LF","637","2991-46015","Red/White","Metal/Green","M","01-12-25 NOCA637",45.40923,-73.92089,207,30,128,"UP","NEW",-10,9,0,"0","17",1,1,25,-73.920638347888,45.4090915116155
2025-01-12,"9:00",4,"LF","623","2991-46001","Yellow/Yellow","Metal/Yellow","F","01-12-25 NOCA623",45.40691,-73.92595,214,30,138,"DOWN","NEW",-10,9,0,"0","17",1,1,25,-73.925736321251,45.4067428352678
2025-01-12,"9:30",4,"LF","631","2991-46012","Black/Black","Metal/Yellow","F","01-12-25 NOCA631",45.41034,-73.93063,203,30,127,"STRAIGHT","NEW",-8,10,0,"0","17",1,1,25,-73.9303749498505,45.4102046262827
2025-01-12,"9:40",4,"LF","608","2651-73186","Blue/Black","Metal/Yellow","F","01-12-25 NOCA608",45.41002,-73.93022,249,10,117,"UP","NEW",-8,10,0,"0","17",1,1,10,-73.9301061806468,45.4099791513417
2025-01-12,"9:40",4,"LF","631","2991-46012","Black/Black","Metal/Yellow","F","01-12-25 NOCA631-2",45.41002,-73.93022,250,10,117,"UP","NEW",-8,10,0,"0","17",1,1,10,-73.9301061806468,45.4099791513417
2025-01-12,"9:50",3,"LF","617","2991-45869","Red/Yellow","Metal/Yellow","F","01-12-25 NOCA617",45.41028,-73.93066,230,20,135,"DOWN","NEW",-8,10,0,"0","17",1,1,15,-73.9305245081837,45.4101845651407
2025-01-12,"11:20",4,"LF","630","2651-73115","Red/Yellow","Metal/Green","M","01-12-25 NOCA630",45.40671,-73.9327,217,20,179,"STRAIGHT","NEW",-7,10,20,"0","17",1,1,15,-73.9326966560812,45.4065750553119
2025-01-12,"11:40",4,"LF","620","2651-73197","Red/Black","Metal/Yellow","F","01-12-25 NOCA620",45.40681,-73.93327,212,20,103,"STRAIGHT","NEW",-6,11,30,"0","17",1,1,15,-73.9330833079165,45.4067796392743
2025-01-14,"9:20",4,"LF","627","2991-10810","Blue/White","Metal/Green","M","01-14-25 NOCA627",45.42809,-73.93761,227,20,63,"UP","NEW",-5,22,50,"0","17",1,1,15,-73.9374392161963,45.4281512725795
2025-01-17,"9:09",4,"ET","631","2991-46012","Black/Black","Metal/Yellow","F","01-17-25 NOCA631",45.41003,-73.93047,163,20,78,"UP","OLD",-5,8,100,"0","17",1,1,15,-73.9302825732878,45.4100580606815
2025-01-17,"9:43",3,"ET","617","2991-45869","Red/Yellow","Metal/Yellow","F","01-17-25 NOCA617",45.41091,-73.93007,164,20,338,"STRAIGHT","OLD",-5,9,100,"0","17",1,1,15,-73.9301417810816,45.4110351374773
2025-01-17,"10:25",4,"ET","620","2651-73197","Red/Black","Metal/Yellow","F","01-17-25 NOCA620",45.40765,-73.93322,164,30,83,"UP","OLD",-4,11,100,"0","17",1,1,25,-73.9329030371898,45.4076774130981
2025-01-17,"10:25",4,"ET","614","2651-73185","Blue/Green","Metal/Yellow","F","01-17-25 NOCA614",45.40765,-73.93322,158,30,83,"UP","OLD",-4,11,100,"0","17",1,1,25,-73.9329030371898,45.4076774130981
2025-01-17,"11:14",3,"ET","637","2991-46015","Red/White","Metal/Green","M","01-17-25 NOCA637",45.40705,-73.92603,155,30,135,"UP","OLD",-3,11,100,"0","17",1,1,25,-73.9258041934297,45.4068909417207
2025-01-19,"9:20",3,"LF","635","2991-46014","Red/Black","Metal/Green","M","01-19-25 NOCA635",45.4095,-73.92048,224,20,227,"UP","NEW",-11,17,40,"0","13",2,2,15,-73.9206201359541,45.4094079538845
2025-01-19,"9:40",3,"LF","637","2991-46015","Red/White","Metal/Green","M","01-19-25 NOCA637",45.40696,-73.92595,200,30,222,"UP","NEW",-11,17,50,"0","13",2,2,25,-73.9261636789375,45.4067928352693
2025-01-19,"9:50",4,"LF","623","2991-46001","Yellow/Yellow","Metal/Yellow","F","01-19-25 NOCA623",45.40691,-73.92596,223,20,229,"UP","NEW",-11,17,50,"0","13",2,2,15,-73.9261046046148,45.4068214547451
2025-01-19,"10:30",3,"LF","617","2991-45869","Red/Yellow","Metal/Yellow","F","01-19-25 NOCA617",45.41129,-73.92915,244,20,256,"STRAIGHT","NEW",-12,20,90,"0","13",2,2,15,-73.9293359261185,45.4112573488276
2025-01-19,"10:45",4,"LF","608","2651-73186","Blue/Black","Metal/Yellow","F","01-19-25 NOCA608",45.41071,-73.9293,201,30,255,"UP","NEW",-12,20,100,"0","13",2,2,25,-73.9296084779818,45.4106517803322
2025-01-19,"11:00",4,"LF","631","2991-46012","Black/Black","Metal/Yellow","F","01-19-25 NOCA631",45.41158,-73.92912,206,40,260,"STRAIGHT","NEW",-12,20,100,"0","13",2,2,35,-73.9295603181446,45.411525314105
2025-01-19,"12:00",4,"LF","620","2651-73197","Red/Black","Metal/Yellow","F","01-19-25 NOCA620",45.40705,-73.93338,203,30,256,"STRAIGHT","NEW",-11,15,60,"0","13",2,2,25,-73.9336898535616,45.4069955811706
2025-01-19,"12:15",4,"LF","630","2651-73115","Red/Yellow","Metal/Green","M","01-19-25 NOCA630",45.40736,-73.93336,203,30,249,"STRAIGHT","NEW",-11,15,60,"0","13",2,2,25,-73.9336581304163,45.407279387591
2025-01-19,"12:25",4,"LF","620","2651-73197","Red/Black","Metal/Yellow","F","01-19-25 NOCA620#2",45.40742,-73.93325,229,20,228,"UP","NEW",-11,15,60,"0","13",2,2,15,-73.9333923900501,45.4073296905474
2025-01-24,"11:12",4,"ET","620","2651-73197","Red/Black","Metal/Yellow","F","01-24-25 NOCA620",45.40677,-73.93342,152,30,127,"UP","OLD",-11,14,0,"0","17",1,1,25,-73.9331649659166,45.4066346261977
2025-01-24,"11:25",4,"ET","614","2651-73185","Blue/Green","Metal/Yellow","F","01-24-25 NOCA614",45.40715,-73.93337,150,30,13,"UP","OLD",-11,14,0,"0","17",1,1,25,-73.9332981638134,45.4073691767761
2025-01-24,"11:33",4,"ET","630","2651-73115","Red/Yellow","Metal/Green","M","01-24-25 NOCA630",45.40714,-73.93337,152,30,295,"UP","OLD",-11,15,0,"0","17",1,1,25,-73.9336594209206,45.4072350642522
2025-01-24,"11:58",4,"ET","631","2991-46012","Black/Black","Metal/Yellow","F","01-24-25 NOCA631",45.41088,-73.9301,173,20,74,"STRAIGHT","OLD",-10,15,0,"0","17",1,1,15,-73.9299158060699,45.4109172012866
2025-01-24,"12:15",3,"ET","617","2991-45869","Red/Yellow","Metal/Yellow","F","01-24-25 NOCA617",45.41082,-73.93004,156,30,77,"STRAIGHT","OLD",-10,16,0,"0","17",1,1,25,-73.9297288240654,45.4108706004953
2025-01-24,"12:30",4,"ET","608","2651-73186","Blue/Black","Metal/Yellow","F","01-24-25 NOCA608",45.41064,-73.92916,171,30,270,"UP","OLD",-10,16,0,"0","17",1,1,25,-73.9294793598404,45.4106399995536
2025-01-26,"9:55",3,"LF","635","2991-46014","Red/Black","Metal/Green","M","01-26-25 NOCA635",45.40767,-73.93324,196,30,277,"UP","NEW",0,28,60,"0","18",2,2,25,-73.9335569629221,45.407697413098
2025-01-26,"11:30",3,"LF","637","2991-46015","Red/White","Metal/Green","M","01-26-25 NOCA637",45.41053,-73.92157,217,20,219,"STRAIGHT","NEW",1,37,100,"0","18",2,2,15,-73.9216905873385,45.4104251123128
2025-01-31,"8:42",4,"ET","614","2651-73185","Blue/Green","Metal/Yellow","F","01-31-25 NOCA614",45.40679,-73.9334,151,30,117,"UP","OLD",-8,3,95,"0","21",1,1,25,-73.9331154681418,45.4066878780831
2025-01-31,"8:42",4,"ET","630","2651-73115","Red/Yellow","Metal/Green","M","01-31-25 NOCA630",45.40679,-73.9334,162,30,117,"UP","OLD",-8,3,95,"0","21",1,1,25,-73.9331154681418,45.4066878780831
2025-01-31,"8:55",4,"ET","620","2651-73197","Red/Black","Metal/Yellow","F","01-31-25 NOCA620",45.40773,-73.9333,162,20,333,"STRAIGHT","OLD",-8,4,96,"0","21",1,1,15,-73.9333869875178,45.4078502548555
2025-01-31,"9:23",4,"ET","608","2651-73186","Blue/Black","Metal/Yellow","F","01-31-25 NOCA608",45.41085,-73.93018,161,30,163,"UP","OLD",-7,5,100,"0","21",1,1,25,-73.9300866282275,45.4106348869425
2025-01-31,"9:43",3,"ET","617","2991-45869","Red/Yellow","Metal/Yellow","F","01-31-25 NOCA617",45.41185,-73.92895,152,30,100,"UP","OLD",-7,5,98,"0","21",1,1,25,-73.9286354854543,45.4118109388215
2025-01-31,"11:00",3,"ET","635","2991-46014","Red/Black","Metal/Green","M","01-31-25 NOCA635",45.41081,-73.92074,153,30,138,"UP","OLD",-5,5,70,"0","21",1,1,25,-73.9205263065457,45.4106428353824
2025-02-07,"9:24",4,"ET","620","2651-73197","Red/Black","Metal/Yellow","F","02-07-25 NOCA620",45.40709,-73.93334,152,30,300,"UP","OLD",-6,35,25,"0","31",1,1,25,-73.933616556959,45.4072024706918
2025-02-07,"10:56",3,"ET","637","2991-46015","Red/White","Metal/Green","M","02-07-25 NOCA637",45.41043,-73.92081,150,30,113,"UP","OLD",-6,36,35,"0","31",1,1,25,-73.9205160292623,45.4103421078095
2025-02-07,"12:53",4,"ET","614","2651-73185","Blue/Green","Metal/Yellow","F","02-07-25 NOCA614",45.40738,-73.93324,153,30,120,"UP","OLD",-5,34,85,"0","31",1,1,25,-73.9329634427235,45.4072675286421
2025-02-07,"12:55",4,"ET","630","2651-73115","Red/Yellow","Metal/Green","M","02-07-25 NOCA630",45.40733,-73.93328,173,30,120,"UP","OLD",-5,34,85,"0","31",1,1,25,-73.9330034429675,45.4072175286411
2025-02-08,"8:35",4,"LF","627","2991-10810","Blue/White","Metal/Green","M","02-08-25 NOCA627",45.43122,-73.93854,202,30,146,"UP","NEW",-11,9,0,"0","27",1,2,25,-73.9383613519408,45.4310335152328
2025-02-09,"9:00",3,"LF","635","2991-46014","Red/Black","Metal/Green","M","02-09-25 NOCA635",45.4106,-73.92071,220,20,210,"STRAIGHT","NEW",-9,7,20,"0","31",1,2,15,-73.9208058076869,45.4104831167101
2025-02-09,"9:15",3,"LF","637","2991-46015","Red/White","Metal/Green","M","02-09-25 NOCA637",45.41028,-73.9189,224,20,224,"STRAIGHT","NEW",-9,7,20,"0","31",1,2,15,-73.9190331065181,45.4101829141121
2025-02-09,"10:30",4,"LF","631","2991-46012","Black/Black","Metal/Yellow","F","02-09-25 NOCA631",45.41085,-73.93021,237,20,190,"STRAIGHT","NEW",-8,8,60,"0","31",1,2,15,-73.9302432737978,45.4107170852733
2025-02-09,"11:00",4,"LF","608","2651-73186","Blue/Black","Metal/Yellow","F","02-09-25 NOCA608",45.41114,-73.93048,221,20,236,"UP","NEW",-8,8,90,"0","31",1,2,15,-73.9306388579742,45.4110645283421
2025-02-09,"11:20",3,"LF","617","2991-45869","Red/Yellow","Metal/Yellow","F","02-09-25 NOCA617",45.4106,-73.93069,198,30,235,"UP","NEW",-8,8,90,"0","31",1,2,25,-73.9309516034858,45.410470978316
2025-02-11,"12:40",4,"LF","627","2991-10810","Blue/White","Metal/Green","M","02-11-25 NOCA627",45.43008,-73.93777,205,30,150,"STRAIGHT","NEW",-5,24,40,"0","25",1,1,25,-73.9376102658229,45.429885195138
2025-02-21,"8:26",4,"ET","630","2651-73115","Red/Yellow","Metal/Green","M","01-21-25 NOCA630",45.40748,-73.93326,184,20,80,"UP","OLD",-12,18,100,"0","61",1,1,15,-73.9330713056159,45.4075034363093
2025-02-21,"8:26",4,"ET","614","2651-73185","Blue/Green","Metal/Yellow","F","01-21-25 NOCA614",45.40748,-73.93326,155,30,120,"UP","OLD",-12,18,100,"0","61",1,1,25,-73.9329834422356,45.4073675286441
2025-02-21,"9:16",3,"ET","635","2991-46014","Red/Black","Metal/Green","M","01-21-25 NOCA635",45.41037,-73.92081,150,30,115,"UP","OLD",-11,19,99,"0","61",1,1,25,-73.9205205635544,45.4102749350668
2025-02-21,"10:08",3,"ET","617","2991-45869","Red/Yellow","Metal/Yellow","F","01-21-25 NOCA617",45.41086,-73.93012,155,30,110,"UP","OLD",-9,20,70,"0","61",1,1,25,-73.929819899157,45.4107830649422
2025-02-21,"10:58",4,"ET","631","2991-46012","Black/Black","Metal/Yellow","F","01-21-25 NOCA631",45.41105,-73.93053,145,30,110,"UP","OLD",-8,21,65,"0","61",1,1,25,-73.9302298981508,45.4109730649448
2025-02-21,"12:20",4,"ET","620","2651-73197","Red/Black","Metal/Yellow","F","01-21-25 NOCA620",45.40771,-73.93319,151,30,116,"UP","OLD",-7,25,98,"0","61",1,1,25,-73.9329029766164,45.4076113915425
2025-02-22,"9:40",4,"LF","627","2991-10810","Blue/White","Metal/Green","M","02-22025 NOCA627",45.43039,-73.93795,245,10,60,"UP","NEW",-11,9,0,"0","46",1,1,10,-73.9378393318414,45.430434988173
2025-02-22,"11:42",4,"ET","631","2991-46012","Black/Black","Metal/Yellow","F","01-22-25 NOCA631",45.40714,-73.92828,150,30,307,"UP","OLD",-7,11,100,"0","61",1,1,25,-73.9285350369668,45.4072753732208
2025-02-22,"12:40",3,"ET","637","2991-46015","Red/White","Metal/Green","M","01-22-25 NOCA637",45.41074,-73.92072,150,30,114,"UP","OLD",-5,12,100,"0","61",1,1,25,-73.9204282502247,45.4106485075088
2025-02-22,"13:23",4,"ET","630","2651-73115","Red/Yellow","Metal/Green","M","01-22-25 NOCA630",45.4074,-73.93326,170,20,84,"UP","OLD",-4,12,100,"0","61",1,1,15,-73.933069444635,45.4074141075487
2025-02-23,"8:50",4,"LF","630","2651-73115","Red/Yellow","Metal/Green","M","02-23-25 NOCA630",45.4072,-73.93261,204,30,240,"STRAIGHT","NEW",-3,12,100,"0","56",1,1,25,-73.9328865563981,45.4070875286385
2025-02-23,"9:00",4,"LF","620","2651-73197","Red/Black","Metal/Yellow","F","02-23-25 NOCA620",45.40678,-73.93267,207,30,266,"STRAIGHT","NEW",-3,12,100,"0","56",1,1,25,-73.9329885601093,45.4067643083903
2025-02-23,"11:10",4,"LF","614","2651-73185","Blue/Green","Metal/Yellow","F","02-23-25 NOCA614",45.4077,-73.93325,250,20,215,"UP","NEW",-3,15,100,"0","56",1,1,15,-73.9333599004515,45.4075894429111
2025-02-23,"12:00",3,"LF","635","2991-46014","Red/Black","Metal/Green","M","02-23-25 NOCA635",45.41041,-73.92077,208,30,172,"STRAIGHT","NEW",-2,15,100,"0","56",1,1,25,-73.9207255540558,45.4101872471822
2025-02-23,"12:20",3,"LF","637","2991-46015","Red/White","Metal/Green","M","02-23-25 NOCA637",45.41125,-73.92153,196,30,166,"STRAIGHT","NEW",-2,15,100,"0","56",1,1,25,-73.921452739328,45.4110317398142
2025-02-28,"8:30",4,"ET","630","2651-73115","Red/Yellow","Metal/Green","M","02-28-25 NOCA630",45.40736,-73.93329,156,30,120,"UP","OLD",-10,20,0,"0","41",1,1,25,-73.9330134428211,45.4072475286417
2025-02-28,"8:38",4,"ET","620","2651-73197","Red/Black","Metal/Yellow","F","02-28-25 NOCA620",45.4077,-73.93319,154,30,105,"UP","OLD",-10,20,0,"0","41",1,1,25,-73.9328815384021,45.4076417803014
2025-02-28,"9:14",3,"ET","617","2991-45869","Red/Yellow","Metal/Yellow","F","02-28-25 NOCA617",45.41044,-73.9307,152,30,281,"UP","OLD",-10,19,0,"0","41",1,1,25,-73.9310134914316,45.410482920512
2025-02-28,"9:35",4,"ET","631","2991-46012","Black/Black","Metal/Yellow","F","02-28-25 NOCA631",45.41081,-73.9301,154,30,152,"UP","OLD",-10,20,0,"0","41",1,1,25,-73.9299500697123,45.4106113879816
2025-02-28,"11:02",3,"ET","635","2991-46014","Red/Black","Metal/Green","M","02-28-25 NOCA635",45.41046,-73.92075,153,30,120,"STRAIGHT","OLD",-10,20,0,"0","41",1,1,25,-73.9204734276927,45.410347528703
2025-02-28,"12:14",4,"ET","614","2651-73185","Blue/Green","Metal/Yellow","F","02-28-25 NOCA614",45.40766,-73.93319,151,30,81,"STRAIGHT","OLD",-8,20,7,"0","41",1,1,25,-73.9328745883995,45.407695188251
2025-03-04,"9:00",3,"LF","635","2991-46014","Red/Black","Metal/Green","M","03-04-25 NOCA635",45.41003,-73.92015,190,40,245,"UP","NEW",-4,5,80,"0","48",1,3,35,-73.9205552083208,45.4098969088798
2025-03-04,"9:30",3,"LF","637","2991-46015","Red/White","Metal/Green","M","03-04-25 NOCA637",45.41059,-73.92069,195,30,256,"UP","NEW",-3,6,50,"0","48",1,3,25,-73.9209998729173,45.4105355812044
2025-03-04,"10:20",4,"LF","631","2991-46012","Black/Black","Metal/Yellow","F","03-04-25 NOCA631",45.41011,-73.92921,233,20,237,"UP","NEW",1,6,100,"0","48",1,3,15,-73.9293707009078,45.4100364925911
2025-03-04,"10:50",3,"LF","617","2991-45869","Red/Yellow","Metal/Yellow","F","03-04-25 NOCA617",45.41165,-73.92908,200,30,230,"STRAIGHT","NEW",1,6,100,"0","48",1,3,25,-73.9293246475673,45.4115054098859
2025-03-04,"11:10",4,"LF","614","2651-73185","Blue/Green","Metal/Yellow","F","03-04-25 NOCA614",45.40745,-73.93325,201,30,214,"UP","NEW",1,6,100,"0","48",1,3,25,-73.9334285731167,45.4072635144535
2025-03-04,"11:20",4,"LF","630","2651-73115","Red/Yellow","Metal/Green","M","03-04-25 NOCA630",45.40737,-73.93323,223,20,211,"DOWN","NEW",1,6,100,"0","48",1,3,15,-73.9333286835906,45.4072543121772
2025-03-04,"11:30",4,"LF","620","2651-73197","Red/Black","Metal/Yellow","F","03-04-25 NOCA620",45.40846,-73.93314,225,20,222,"UP","NEW",1,6,100,"0","48",1,3,15,-73.9332682109071,45.4083597012366
2025-03-06,"10:00",4,"LF","627","2991-10810","Blue/White","Metal/Green","M","03-06-25 NOCA627",45.4302,-73.93821,210,30,222,"STRAIGHT","NEW",3,19,100,"0","29",2,5,25,-73.9384237666109,45.4300328359522
2025-03-07,"10:25",4,"ET","631","2991-46012","Black/Black","Metal/Yellow","F","03-07-25 NOCA631",45.4102,-73.92924,177,20,125,"STRAIGHT","OLD",-4,34,5,"0","38",2,2,15,-73.9290830388735,45.4101225870564
2025-03-07,"11:02",3,"ET","635","2991-46014","Red/Black","Metal/Green","M","03-07-25 NOCA635",45.41032,-73.92083,151,30,92,"STRAIGHT","OLD",-3,33,3,"0","38",2,2,25,-73.9205108365515,45.410312149194
2025-03-07,"12:14",3,"ET","617","2991-45869","Red/Yellow","Metal/Yellow","F","03-07-25 NOCA617",45.41065,-73.92922,156,30,7,"UP","OLD",-2,34,0,"0","38",2,2,25,-73.9291810796657,45.4108732652208
2025-03-07,"12:52",4,"ET","630","2651-73115","Red/Yellow","Metal/Green","M","03-07-25 NOCA630",45.40732,-73.93326,172,30,120,"STRAIGHT","OLD",-1,35,0,"0","38",2,2,25,-73.9329834430163,45.4072075286409
2025-03-07,"13:00",4,"ET","620","2651-73197","Red/Black","Metal/Yellow","F","03-07-25 NOCA620",45.40754,-73.93323,165,30,116,"UP","OLD",-1,35,2,"0","38",2,2,25,-73.9329429774773,45.4074413915395
2025-03-07,"13:00",4,"ET","614","2651-73185","Blue/Green","Metal/Yellow","F","03-07-25 NOCA614",45.40754,-73.93323,158,30,116,"UP","OLD",-1,35,2,"0","38",2,2,25,-73.9329429774773,45.4074413915395
2025-03-09,"8:55",3,"LF","635","2991-46014","Red/Black","Metal/Green","M","03-09-25 NOCA635",45.41099,-73.91974,199,30,126,"UP","NEW",-3,13,100,"0","40",4,1,25,-73.9194816314689,45.4108577821741
2025-03-09,"9:10",3,"LF","637","2991-46015","Red/White","Metal/Green","M","03-09-25 NOCA637",45.41008,-73.92078,203,30,98,"STRAIGHT","NEW",-3,12,100,"0","40",4,1,25,-73.9204637514475,45.4100486936952
2025-03-09,"9:40",3,"LF","617","2991-45869","Red/Yellow","Metal/Yellow","F","03-09-25 NOCA617",45.40998,-73.92992,204,30,85,"STRAIGHT","NEW",-4,12,100,"0","40",4,1,25,-73.9296018590155,45.4099996045389
2025-03-09,"9:50",4,"LF","631","2991-46012","Black/Black","Metal/Yellow","F","03-09-25 NOCA631",45.41087,-73.93014,202,30,130,"STRAIGHT","NEW",-4,12,100,"0","40",4,1,25,-73.9298953558002,45.4107254098661
