Date,Time,Site,Tracker_ID,NOCA_ID,Band,Colour_L,Colour_R,Sex,GPS_ID,Lat,Lon,Signal,Gain,Angle,Direction,Receiver,Temperature,Wind,Cloud,Precipitations,Snow_depth,Snow_hardness,Snow_water,Comments
10-24-2024,12:50,5,AMC,615,2651-73139,Red/Red,Metal/Yellow,F,10-24-24 NOCA 615-616,45.46016,-73.64217,NA,NA,NA,NA,NEW,10,7,30,0,0,0,0,"Both birds released, can't remember which one, but one flew to the right in a backyard, and the other went and perched in a tall tree on the left."
10-24-2024,12:50,5,AMC,616,2651-73140,Blue/White,Metal/Yellow,F,10-24-24 NOCA 615-616,45.46016,-73.64217,NA,NA,NA,NA,NEW,10,7,30,0,0,0,0,"Both birds released, can't remember which one, but one flew to the right in a backyard, and the other went and perched in a tall tree on the left."
10-25-2024,14:06,6,FPL,610,2651-73176,Blue/Blue,Metal/Yellow,F,10-25-24 NOCA 610,45.45975,-73.64852,144,30,223,STRAIGHT,OLD,11,4,10,0,0,0,0,"Bird was in a different location from last time, near a kindergarten, seemed to be moving, was blocked by a fence."
10-26-2024,9:34,6,FPL,610,2651-73176,Blue/Blue,Metal/Yellow,F,10-26-24 NOCA 610,45.45894,-73.64966,190,30,232,STRAIGHT,OLD,6,22,40,0,0,0,0,Seems to be located in the backyard of apartment 5015
10-26-2024,10:50,5,FPL,613,2651-73183,Blue/Red,Metal/Green,M,10-26-24 NOCA 613,45.45705,-73.63931,148,30,55,STRAIGHT,OLD,7,23,50,0,0,0,0,"Probability that the bird is dead because the signal is just as strong when pointed at the ground, to be reverified"
10-27-2024,10:47,6,AMC,619,2651-73193,Red/Green,Metal/Yellow,F,10-27-24 NOCA 619,45.45904,-73.64039,NA,NA,NA,NA,NEW,5,24,100,0,0,0,0,Bird released and flew far away in the big house just beside the gardens. Went in the tall confiner.
10-28-2024,8:09,5,FPL,613,2651-73183,Blue/Red,Metal/Green,M,10-28-24 NOCA 613,45.45712,-73.63923,178,30,222,GROUND,OLD,-3,4,0,0,0,0,0,"Found dead on its side in mulch under a young fir tree (about 2m) just on the other side of the fence in an open area next to the Loyola High School parking lot. Half eaten by worms, but no bones damaged. Appears to have been dead for some time, difficult to guess cause of death. Close to several buildings (concordia campus)."
10-28-2024,9:20,6,FPL,610,2651-73176,Blue/Blue,Metal/Yellow,F,10-28-24 NOCA 610,45.45954,-73.65041,145,30,180,STRAIGHT,OLD,-1,3,0,0,0,0,0,Seems to be located in a cut maple hedge between two houses
10-28-2024,9:55,5,FPL,615,2651-73139,Red/Red,Metal/Yellow,F,10-28-24 NOCA 615,45.45982,-73.65393,145,40,150,STRAIGHT,OLD,0,3,0,0,0,0,0,"Seems to be behind the fence of house 5290, seems to be moving"
10-29-2024,10:32,5,AMC,621,2651-73198,Blue/Green,Metal/Green,M,10-29-24 NOCA 621,45.46021,-73.64213,NA,NA,NA,NA,NEW,6,11,100,0,0,0,0,"Bird flew well, went low in bushes to the left side of house 4620 on St-Ignatius Street (last house at the end of the street)."
10-30-2024,13:46,5,AMC,622,2651-73100,Red/White,Metal/Yellow,F,10-30-24 NOCA 622,45.45998,-73.64191,NA,NA,NA,NA,NEW,20,14,80,0,0,0,0,"Bird flew well, went in front lawn bushes near appartment 4635 on St-Ignatius Street."
10-31-2024,10:06,6,AMC,624,2991-46002,Blue/Black,Metal/Green,M,10-31-24 NOCA 624,45.45918,-73.64111,NA,NA,NA,NA,NEW,18,21,10,0,0,0,0,"Bird was extremely agressive just before release (banged a lot in the box)... Flew well, but seemed really confused, first flew towards the center of campus, then perched on a window by the student housing near the gardens, then flew towards the newer buildings and perched in a maple tree."
11-01-2024,11:50,5,FPL,621,2651-73198,Blue/Green,Metal/Green,M,11-01-24 NOCA 621,45.45991,-73.65392,173,20,220,GROUND,OLD,14,30,30,1,0,0,0,Seems to be in a spruce tree in front of house 4700
11-01-2024,13:32,5,AMC,616,2651-73140,Blue/White,Metal/Yellow,F,11-01-24 NOCA 616,45.46088,-73.64035,250,20,245,STRAIGHT,NEW,14,34,50,0,0,0,0,"In bushes besides a fence... Point seems too good to be true, worth checking again for movement."
11-02-2024,13:09,6,AMC,625,2991-46003,Yellow/Green,Metal/Yellow,F,11-02-24 NOCA 625,45.45937,-73.64039,NA,NA,NA,NA,NEW,6,9,100,0,0,0,0,Flew in the trees in the row just in front of the gardens.
11-03-2024,10:05,6,AMC,613b,2991-46004,Yellow/Black,Metal/Yellow,F,11-03-24 NOCA 613B,45.4592664,-73.6406859,NA,NA,NA,NA,NEW,2,5,0,0,0,0,0,"GPS taken with phone as unit bugged... Bird was very chatty in the car, it flew well in the closest maple tree."
11-03-2024,10:16,5,AMC,626,2991-46005,Yellow/White,Metal/Yellow,F,11-03-24 NOCA 626,45.460126,-73.6422147,NA,NA,NA,NA,NEW,3,5,0,0,0,0,0,"GPS taken with phone as unit bugged... Bird potentially injured, there was a bit of blood on the paper towel, but most probably irritation on legs, nothing major. Flew well and went to the left towards campus."
11-04-2024,10:40,6,AMC,618b,2991-46007,Green/Green,Metal/Yellow,F,11-04-24 NOCA 618B,45.45941,-73.64059,NA,NA,NA,NA,NEW,5,10,100,0,0,0,0,"Bird flew well, went in tree row close to the gardens."
11-04-2024,13:25,5,FPL,621,2651-73198,Blue/Green,Metal/Green,M,11-04-24 NOCA 621,45.46128,-73.64908,177,10,220,GROUND,OLD,8,14,100,1,0,0,0,"Seems to be located under a maple tree between two bloc (5120/5122), worth checking again for movement"
11-04-2024,14:00,6,FPL,610,2651-73176,Blue/Blue,Metal/Yellow,F,10-25-24 NOCA 610,45.46067,-73.65065,170,40,5,STRAIGHT,OLD,8,15,100,0,0,0,0,Seen flying in the backyard of house 5185
11-04-2024,14:30,5,FPL,626,2991-46005,Yellow/White,Metal/Yellow,F,11-03-24 NOCA 626,45.45954,-73.65065,152,30,225,STRAIGHT,OLD,8,16,100,0,0,0,0,Seems to be located in the backyard of house 3444
11-04-2024,15:58,6,FPL,618b,2991-46007,Green/Green,Metal/Yellow,F,11-04-24 NOCA 618B,45.45964,-73.64296,145,30,194,STRAIGHT,OLD,8,14,100,1,0,0,0,Seems to be located in the backyard of house 4660
11-05-2024,9:19,5,AMC,628,2991-40579,Red/Red,Metal/Green,M,11-05-24 NOCA628,45.46014,-73.64214,NA,NA,NA,NA,NEW,12,11,100,1,0,0,0,"Bit rainy upon release, bird flew well and really high in trees on St-Ignatius Street. Bird was very active before release."
11-08-2024,8:20,6,FPL,619,2651-73193,Red/Green,Metal/Yellow,F,10-27-24 NOCA 619,45.4504637,-73.639878,148,30,300,STRAIGHT,OLD,9,27,90,0,0,0,0,Seems to be located in the backyard of house 35
11-08-2024,11:10,5,FPL,628,2991-40579,Red/Red,Metal/Green,M,11-05-24 NOCA628,45.45055,-73.64001,152,30,20,STRAIGHT,OLD,11,30,100,0,0,0,0,Seems to be located in the backyard of house 4597
11-08-2024,11:54,6,FPL,625,2991-46003,Yellow/Green,Metal/Yellow,F,11-02-24 NOCA 625,45.45906,-73.64099,196,10,100,GROUND,OLD,11,29,90,0,0,0,0,"Found dead between the small gardens of the Concordia campus and a building facade, his body had been entirely eaten. Looks like a collision."
11-12-2024,9:10,6,AMC,633,2991-46010,Green/White,Metal/Green,M,11-12-24 NOCA 633,45.45941,-73.64059,NA,NA,NA,NA,NEW,3,21,10,0,0,0,0,"Bird flew well, followed the tree rows towards Sherbrook Street."
11-13-2024,9:54,5,AMC,634,2991-46013,Black/White,Metal/Yellow,F,11-13-24 NOCA634,45.46013,-73.64192,NA,NA,NA,NA,NEW,1,13,0,0,0,0,0,"Flew well, moved from tree to tree on St-Ignatius."
11-13-2024,14:03,5,AMC,638,????-?????,Brown/Red,Metal/Yellow,F,11-13-24 NOCA638,45.46012,-73.64206,NA,NA,NA,NA,NEW,5,9,0,0,0,0,0,"Flew well, went between 2 houses in cedar trees."
11-15-2024,11:00,5,AMC,639,2991-46008,Brown/Blue,Metal/Yellow,F,11-15-24 NOCA639-642,45.46019,-73.6421,NA,NA,NA,NA,NEW,5,9,10,0,0,0,0,Too rushed to take comments but overall no birds had issues flying.
11-15-2024,11:00,5,AMC,642,2991-46018,Brown/Yellow,Metal/Yellow,F,11-15-24 NOCA639-642,45.46019,-73.6421,NA,NA,NA,NA,NEW,5,9,10,0,0,0,0,Too rushed to take comments but overall no birds had issues flying.
11-15-2024,11:08,6,AMC,643,2991-46019,Yellow/Yellow,Metal/Green,M,11-15-24 NOCA643-644,45.45938,-73.6406,NA,NA,NA,NA,NEW,5,9,10,0,0,0,0,Too rushed to take comments but overall no birds had issues flying.
11-15-2024,11:08,6,AMC,644,2991-46020,Brown/Green,Metal/Yellow,F,11-15-24 NOCA643-644,45.45938,-73.6406,NA,NA,NA,NA,NEW,5,9,10,0,0,0,0,Too rushed to take comments but overall no birds had issues flying.
11-15-2024,8:34,6,FPL,618b,2991-46007,Green/Green,Metal/Yellow,F,11-15-24 NOCA 618B,45.45108,-73.6369,177,30,15,UP,OLD,0,4,40,0,0,0,0,Seen flying with partner and feeding on vines (litteraly came to say hi) in small forest area next to house 155
11-15-2024,9:04,6,FPL,619,2651-73193,Red/Green,Metal/Yellow,F,11-15-24 NOCA 619,45.44993,-73.64029,145,40,334,UP,OLD,1,5,30,0,0,0,0,Seen flying with partner in direction of backyard of house 63
11-15-2024,11:10,5,FPL,616,2651-73140,Blue/White,Metal/Yellow,F,11-15-24 NOCA 616,45.44981,-73.64026,153,30,320,STRAIGHT,OLD,5,10,30,0,0,0,0,"In cedar hedge behind the MAB-Mackay rehabilitation center, MAB site"
11-15-2024,11:15,5,FPL,626,2991-46005,Yellow/White,Metal/Yellow,F,11-15-24 NOCA 626,45.45863,-73.63597,173,20,240,STRAIGHT,OLD,5,10,30,0,0,0,0,"Seen flying, followed by partner next to Concordia football field"
11-15-2024,11:50,6,FPL,633,2991-46010,Green/White,Metal/Green,M,11-15-24 NOCA 633,45.4602778,-73.63972,140,40,47,STRAIGHT,OLD,6,10,20,0,0,0,0,"Located in backyard of house 3545, couldn't get a better signal on the other side"
11-17-2024,11:00,5,FPL,642,2991-46018,Brown/Yellow,Metal/Yellow,F,11-17-24 NOCA 642,45.46224,-73.63931,135,40,208,STRAIGHT,OLD,6,11,20,0,0,0,0,"Couln't get a better signal, blocked by the fence both sides of the road"
11-17-2024,13:10,5,FPL,634,2991-46013,Black/White,Metal/Yellow,F,11-17-24 NOCA 634,45.46042,-73.64082,141,30,90,STRAIGHT,OLD,8,11,90,0,0,0,0,Backyard of house 4515
11-17-2024,14:00,6,FPL,610,2651-73176,Blue/Blue,Metal/Yellow,F,11-17-24 NOCA 610,45.46145,-73.65112,148,30,200,STRAIGHT,OLD,9,10,100,0,0,0,0,Backyard of house 5250
11-18-2024,12:00,5,FPL,634,2991-46013,Black/White,Metal/Yellow,F,11-18-24 NOCA 634,45.46093,-73.64028,150,30,212,STRAIGHT,OLD,9,17,100,0,0,0,0,Backyard of house 4540
11-18-2024,12:45,6,FPL,644,2991-46020,Brown/Green,Metal/Yellow,F,11-18-24 NOCA 644,45.45804,-73.63354,114,50,129,STRAIGHT,OLD,9,18,70,0,0,0,0,"Autre côté du chemin de fer, 633, 626, 616 ont des réceptions à cette location"
11-18-2024,13:10,5,FPL,616,2651-73140,Blue/White,Metal/Yellow,F,11-18-24 NOCA 616,45.45856,-73.63544,180,20,80,UP,OLD,9,18,40,0,0,0,0,"In cedar hedge behind the MAB-Mackay rehabilitation center, MAB site, same as last time"
11-18-2024,13:20,5,FPL,626,2991-46005,Yellow/White,Metal/Yellow,F,11-18-24 NOCA 626,45.45892,-73.63644,161,20,180,UP,OLD,9,18,40,0,0,0,0,"6 cardinals in the same tree, in front of the MAB-Mackay rehabilitation center, MAB site"
11-18-2024,13:25,6,FPL,633,2991-46010,Green/White,Metal/Green,M,11-18-24 NOCA 633,45.45898,-73.63644,158,30,280,STRAIGHT,OLD,9,18,20,0,0,0,0,"Same as 626. 616, 626 and 633 are sharing the same spot with apparently 4 others (not our birds)"
11-18-2024,14:30,5,FPL,621,2651-73198,Blue/Green,Metal/Green,M,11-18-24 NOCA 621,45.46477,-73.65583,104,50,300,STRAIGHT,OLD,10,18,30,0,0,0,0,"meilleur signal que j'ai pu avoir sur chemin Thyme, sur la voie ferrée"
11-18-2024,15:13,6,FPL,618b,2991-46007,Green/Green,Metal/Yellow,F,11-18-24 NOCA 618B,45.46176,-73.64972,149,30,28,STRAIGHT,OLD,10,18,20,0,0,0,0,Backyard of house 5175
11-24-2024,8:50,6,FPL,643,2991-46019,Yellow/Yellow,Metal/Green,M,11-24-24 NOCA 643,45.46637,-73.64522,118,40,240,STRAIGHT,OLD,2,25,50,0,0,0,0,Je n'ai pas pu avoir un meilleur signal car situé derrière 2 blocs app (3158) trop long qui bloquaient le signal par des interférences
11-24-2024,9:50,6,FPL,610,2651-73176,Blue/Blue,Metal/Yellow,F,11-24-24 NOCA 610,45.46122,-73.65044,140,40,230,STRAIGHT,OLD,3,26,100,0,0,0,0,Backyard of house 5210
11-29-2024,8:00,6,FPL,644,2991-46020,Brown/Green,Metal/Yellow,F,11-29-24 NOCA 644,45.45719,-73.63316,153,40,340,UP,OLD,0,9,90,0,0,0,0,Got the signal and lost it almost instantly (probably because of the train coming)
11-29-2024,9:15,5,FPL,616,2651-73140,Blue/White,Metal/Yellow,F,11-29-24 NOCA 616,45.4588,-73.63398,148,30,42,UP,OLD,1,11,100,0,0,0,0,"Couldn't get further, blocked by ciment wall but the bird was right behind it"
11-29-2024,10:00,5,FPL,626,2991-46005,Yellow/White,Metal/Yellow,F,11-29-24 NOCA 626,45.45729,-73.63313,144,40,290,UP,OLD,1,13,100,0,0,0,0,"The birds (644, 642, 626 and 616) seemed to be following each other, 633 diconnected from the group, are located in pines but i am blocked by the fence of a parking and the fence of the railways in that location. Also, the signal seems really hard to get for whatever reason, I was pointing directly in their direction (was following their movements and seeing their exact position with my eyes) just next to the trees, but I couln't get a better signal than 144"
11-29-2024,10:15,5,FPL,642,2991-46018,Brown/Yellow,Metal/Yellow,F,11-29-24 NOCA 642,45.45729,-73.63313,142,40,290,UP,OLD,1,13,100,0,0,0,0,Same as 626
11-29-2024,10:30,6,FPL,619,2651-73193,Red/Green,Metal/Yellow,F,11-29-24 NOCA 619,45.44995,-73.6402,142,40,350,STRAIGHT,OLD,2,14,100,0,0,0,0,Backyard of house 59
11-29-2024,11:30,5,FPL,634,2991-46013,Black/White,Metal/Yellow,F,11-29-24 NOCA 634,45.46087,-73.64047,140,40,190,UP,OLD,2,15,100,0,0,0,0,Backyard of house 7005
11-29-2024,12:32,6,FPL,633,2991-46010,Green/White,Metal/Green,M,11-29-24 NOCA 633,45.46194,-73.63917,159,30,9,UP,OLD,3,15,100,0,0,0,0,Backyard of house 4500 in a biiig tree
12-01-2024,9:20,6,FPL,610,2651-73176,Blue/Blue,Metal/Yellow,F,12-01-24 NOCA 610,45.46083,-73.65139,181,40,40,STRAIGHT,OLD,-2,17,100,0,0,0,0,Food party in feeders of house 5219 with many other bird species
12-06-2024,8:30,5,FPL,616,2651-73140,Blue/White,Metal/Yellow,F,12-06-24 NOCA 616,45.460908,-73.65138,169,40,323,STRAIGHT,OLD,-8,24,0,0,5,1,0,"NOT in cedar hedge behind the MAB-Mackay rehabilitation center, MAB site, closer to the fence"
12-06-2024,9:01,6,FPL,619,2651-73193,Red/Green,Metal/Yellow,F,12-06-24 NOCA 619,45.45832,-73.63518,171,40,167,STRAIGHT,OLD,-8,24,0,0,5,1,0,seen in trees in dront of house 1321
12-06-2024,9:51,5,FPL,642,2991-46018,Brown/Yellow,Metal/Yellow,F,12-06-24 NOCA 642,45.45763,-73.63354,140,40,52,UP,OLD,-8,24,30,0,5,1,0,"NONE, same as last time"
12-06-2024,10:30,5,FPL,626,2991-46005,Yellow/White,Metal/Yellow,F,12-06-24 NOCA 626,45.45807,-73.63351,148,40,167,UP,OLD,-7,23,30,0,5,1,0,"NONE, same as last time"
12-06-2024,11:30,6,FPL,633,2991-46010,Green/White,Metal/Green,M,12-06-24 NOCA 633,45.46212,-73.64111,144,40,26,STRAIGHT,OLD,-6,22,80,0,5,1,0,In feeders of house 4597
12-06-2024,11:50,5,FPL,634,2991-46013,Black/White,Metal/Yellow,F,12-06-24 NOCA 634,45.4623,-73.64194,143,40,86,STRAIGHT,OLD,-6,22,80,0,5,1,0,Backyard of house 4634
12-08-2024,9:15,6,FPL,610,2651-73176,Blue/Blue,Metal/Yellow,F,12-08-24 NOCA 610,45.46108,-73.64972,171,40,67,STRAIGHT,OLD,1,16,100,0,12,1,0,"Backyard of house 5175, not alone, seen flying"
12-08-2024,9:50,5,FPL,634,2991-46013,Black/White,Metal/Yellow,F,12-08-24 NOCA 634,45.46039,-73.64088,145,30,62,STRAIGHT,OLD,1,16,100,0,12,1,0,Backyard of house 4515
12-08-2024,11:43,6,FPL,633,2991-46010,Green/White,Metal/Green,M,12-08-24 NOCA 633,45.4626,-73.64027,147,40,90,STRAIGHT,OLD,2,17,90,0,12,1,0,Backyard of house 4570
12-13-2024,10:30,6,FPL,610,2651-73176,Blue/Blue,Metal/Yellow,F,12-13-24 NOCA 610,45.46085,-73.64933,154,40,20,UP,OLD,-7,19,40,0,0,0,0,Backyard of house 5155
12-13-2024,10:50,5,FPL,634,2991-46013,Black/White,Metal/Yellow,F,12-13-24 NOCA 634,45.46233,-73.64196,147,40,215,STRAIGHT,OLD,-7,19,40,0,0,0,0,Backyard of house 4570
12-13-2024,11:00,6,FPL,633,2991-46010,Green/White,Metal/Green,M,12-13-24 NOCA 633,45.46235,-73.64191,140,30,215,STRAIGHT,OLD,-7,19,40,0,0,0,0,"Backyard of house 4570, the lady told me she had a feeder in her backyard"
12-13-2024,12:05,5,FPL,626,2991-46005,Yellow/White,Metal/Yellow,F,12-13-24 NOCA 626,45.45893,-73.63639,168,40,200,UP,OLD,-5,22,30,0,0,0,0,"NONE, same as last time"
12-13-2024,12:55,5,FPL,616,2651-73140,Blue/White,Metal/Yellow,F,12-13-24 NOCA 616,45.45766,-73.63363,141,40,2,UP,OLD,-5,22,30,0,0,0,0,"Got lucky because 616 moved across the railways just seconds after I got that reception (probably because he haerd me or saw me coming, altough 616 and 626 are constantly moving from side to side of the railways. Didn't had any reception of 642 or 644 at all."
12-13-2024,15:00,6,FPL,619,2651-73193,Red/Green,Metal/Yellow,F,12-13-24 NOCA 619,45.44893,-73.6398,102,60,190,GROUND,OLD,-4,20,50,0,0,0,0,"Passed across the railways, had it and lost it in the neighborhood, the problem is that I cannot get to the other side because of the highway, 2nd time I loose it in that direction. Waited around 10min, didn't came back"
12-18-2024,8:40,6,FPL,610,2651-73176,Blue/Blue,Metal/Yellow,F,12-18-24 NOCA 610,45.46175,-73.65148,171,40,73,UP,OLD,1,11,100,0,0,0,0,Flew in a tree with partner in the backyard of appartment 527
12-18-2024,9:10,6,FPL,633,2991-46010,Green/White,Metal/Green,M,12-18-24 NOCA 633,45.46208,-73.64119,141,40,46,STRAIGHT,OLD,2,11,100,0,0,0,0,Seen flying with other birds around in the backyard of house 4597
12-18-2024,9:15,5,FPL,634,2991-46013,Black/White,Metal/Yellow,F,12-18-24 NOCA 634,45.46212,-73.64165,140,40,216,STRAIGHT,OLD,2,11,100,0,0,0,0,"Backyard house 4624, flew away quickly"
12-18-2024,10:37,6,FPL,619,2651-73193,Red/Green,Metal/Yellow,F,12-18-24 NOCA 619,45.45062,-73.64027,142,40,65,STRAIGHT,OLD,3,13,100,0,0,0,0,"Backyard house 19, seems almost out of reach from both sides for a long time"
12-18-2024,11:10,5,FPL,626,2991-46005,Yellow/White,Metal/Yellow,F,12-18-24 NOCA 626,45.45069,-73.64034,154,40,205,STRAIGHT,OLD,3,13,100,0,0,0,0,With other cardinals (six of seven) dans une haie de cèdre next to the waytrails
12-18-2024,11:15,5,FPL,616,2651-73140,Blue/White,Metal/Yellow,F,12-18-24 NOCA 616,45.45686,-73.63503,149,40,205,STRAIGHT,OLD,3,13,100,0,0,0,0,With 626
12-20-2024,10:32,6,FPL,610,2651-73176,Blue/Blue,Metal/Yellow,F,12-20-24 NOCA 610,45.46132,-73.6504,140,40,61,STRAIGHT,OLD,-8,13,100,0,"0,7",1,0,Backyard house 5215
12-20-2024,11:05,5,FPL,634,2991-46013,Black/White,Metal/Yellow,F,12-20-24 NOCA 634,45.46154,-73.64184,141,40,69,STRAIGHT,OLD,-8,13,100,0,"0,7",1,0,"Backyard house 4605, seen with other cardinals"
12-20-2024,11:30,6,FPL,633,2991-46010,Green/White,Metal/Green,M,12-20-24 NOCA 633,45.46367,-73.64296,140,40,200,STRAIGHT,OLD,-7,14,100,0,"0,7",1,0,Backyard house 4856
12-20-2024,12:30,5,FPL,616,2651-73140,Blue/White,Metal/Yellow,F,12-20-24 NOCA 616,45.45822,-73.63502,179,40,345,STRAIGHT,OLD,-7,13,100,0,"0,7",1,0,"With other cardinals (five or six), in cedar hedge behind the MAB-Mackay rehabilitation center, MAB site"
12-20-2024,12:30,5,FPL,626,2991-46005,Yellow/White,Metal/Yellow,F,12-20-24 NOCA 626,45.4582,-73.63503,148,40,345,STRAIGHT,OLD,-7,13,100,0,"0,7",1,0,"With other cardinals (five or six), in cedar hedge behind the MAB-Mackay rehabilitation center, MAB site, with 616"
12-26-2024,12:30,6,FPL,619,2651-73193,Red/Green,Metal/Yellow,F,12-26-24 NOCA 619,45.44957,-73.63894,144,40,15,UP,OLD,-8,4,0,0,23,1,0,"Perched high up in a tree, seen flying with partner"
12-26-2024,13:09,5,FPL,616,2651-73140,Blue/White,Metal/Yellow,F,12-26-24 NOCA 616,45.45678,-73.63608,155,40,189,GROUND,OLD,-8,4,0,0,23,1,0,Sides of waytrails with others (NOT 626 as usual)
12-26-2024,14:07,5,FPL,626,2991-46005,Yellow/White,Metal/Yellow,F,12-26-24 NOCA 626,45.46061,-73.64007,143,40,155,UP,OLD,-8,4,80,0,23,1,0,Backyard house 4540 Coronation
12-26-2024,14:23,6,FPL,633,2991-46010,Green/White,Metal/Green,M,12-26-24 NOCA 633,45.46344,-73.6424,143,40,216,STRAIGHT,OLD,-8,4,100,0,23,1,0,Backyard of Montreal playschool Daycare centre on Mariette street
12-26-2024,14:35,5,FPL,634,2991-46013,Black/White,Metal/Yellow,F,12-26-24 NOCA 634,45.46343,-73.64241,141,40,32,STRAIGHT,OLD,-8,4,100,0,23,1,0,Backyard app 4625 Coronation (4516 has a feeder)
12-26-2024,14:55,6,FPL,610,2651-73176,Blue/Blue,Metal/Yellow,F,12-26-24 NOCA 610,45.46115,-73.65002,169,30,50,STRAIGHT,OLD,-8,4,30,0,23,1,0,Backyard 5185 O'Bryan
12-31-2024,8:47,6,AMC,610,2651-73176,Blue/Blue,Metal/Yellow,F,12-31-2024 NOCA610,45.46156,-73.65118,204,40,26,STRAIGHT,NEW,2,15,100,0,0,0,0,"Bird was in a backyard, heard a lot of birds and cardinals moving around."
12-31-2024,9:12,6,AMC,633,2991-46010,Green/White,Metal/Green,M,12-31-24 NOCA633,45.46284,-73.64234,208,40,350,STRAIGHT,NEW,2,15,100,0,0,0,0,"Bird was in a backyard, heard some cardinals chirps."
12-31-2024,9:24,5,AMC,634,2991-46013,Black/White,Metal/Yellow,F,12-31-24 NOCA634,45.46169,-73.64207,200,40,40,STRAIGHT,NEW,3,15,100,0,0,0,0,"Bird was in a backyard, neighbours had bird feeders. Heard and saw multiple cardinals flying around between these houses."
12-31-2024,9:39,5,AMC,626,2991-46005,Yellow/White,Metal/Yellow,F,12-31-24 NOCA626,45.46067,-73.63933,244,20,42,GROUND,NEW,3,14,100,0,0,0,0,Bird detection was suspicious... Came from a corner with garbage bins and fence. After taking the point the signal seemed to have moved...? Worth paying attention to!
12-31-2024,10:17,5,AMC,616,2651-73140,Blue/White,Metal/Yellow,F,12-31-24 NOCA616,45.45783,-73.63399,214,30,180,GROUND,NEW,3,14,100,0,0,0,0,Bird was detected in the ditch near the train tracks... Was worried it died but after taking the point the seignal seemed to have moved further...? Also worth looking into!
01-04-2025,11:48,6,FPL,610,2651-73176,Blue/Blue,Metal/Yellow,F,01-04-25 NOCA 610,45.46101,-73.65145,142,40,78,STRAIGHT,OLD,-10,20,100,0,0,0,0,Backyard 5219 West Broadway
01-04-2025,12:05,5,FPL,634,2991-46013,Black/White,Metal/Yellow,F,01-04-25 NOCA 634,45.46093,-73.65144,140,40,50,STRAIGHT,OLD,-9,20,100,0,0,0,0,Bird was in a small tree in backyard of house 4605 (feeder next to the tree)
01-04-2025,12:43,5,FPL,626,2991-46005,Yellow/White,Metal/Yellow,F,01-04-25 NOCA 626,45.46058,-73.63937,157,30,212,STRAIGHT,OLD,-9,20,100,0,0,0,0,Backyard 4460 Coronation (même signal de l'autre côté sur Bellmore = S154 à G30)
01-04-2025,13:09,5,FPL,616,2651-73140,Blue/White,Metal/Yellow,F,01-04-25 NOCA 616,45.45845,-73.63303,180,20,99,STRAIGHT,OLD,-9,20,100,0,0,0,0,Backyard 2370 on Blvd de Maisonneuve Ouest (LOTS of birds around.. 2 autres groupes de deux autres espèces différentes)
01-04-2025,14:15,6,FPL,619,2651-73193,Red/Green,Metal/Yellow,F,01-04-25 NOCA 619,45.45037,-73.63975,142,40,102,STRAIGHT,OLD,-9,20,100,0,0,0,0,Backyard 39 Av Brynmor
01-07-2025,11:50,6,FPL,610,2651-73176,Blue/Blue,Metal/Yellow,F,01-07-25 NOCA 610,45.46095,-73.64984,146,40,211,STRAIGHT,OLD,-7,22,100,0,4,1,0,Backyard 5150 O'Bryan
01-07-2025,12:00,5,FPL,634,2991-46013,Black/White,Metal/Yellow,F,01-07-25 NOCA 634,45.46169,-73.64213,141,40,67,STRAIGHT,OLD,-7,22,100,0,4,1,0,Backyard 4515
01-07-2025,12:15,5,FPL,626,2991-46005,Yellow/White,Metal/Yellow,F,01-07-25 NOCA 626,45.46025,-73.63988,145,40,46,STRAIGHT,OLD,-7,22,100,0,4,1,0,Perched in cedar tree in front of garage of house 3555 next to 3545 (lots of feeders around)
01-07-2025,14:38,6,FPL,619,2651-73193,Red/Green,Metal/Yellow,F,01-07-25 NOCA 619,45.45034,-73.63976,140,40,45,UP,OLD,-6,23,100,0,4,1,0,Group of cardinal flying (5-6) in backyard o house 39 Av Brynmor (hard to get a strong signal)
01-14-2025,11:17,5,AMC,626,2991-46005,Yellow/White,Metal/Yellow,F,01-14-25 NOCA626,45.46012,-73.63943,220,30,194,STRAIGHT,NEW,-4,25,100,0,NA,NA,NA,"Bird was located near an appartment block, just besides what looks like a vacant lot. Could hear chickadees and cardinals in backyard."
01-14-2025,11:46,5,AMC,634,2991-46013,Black/White,Metal/Yellow,F,01-14-25 NOCA634,45.46139,-73.64127,183,40,18,STRAIGHT,NEW,-4,24,100,0,NA,NA,NA,"Bird moving quite a lot, finally located in a house backyard close to its last data point."
01-14-2025,12:06,6,AMC,618b,2991-46007,Green/Green,Metal/Yellow,F,01-14-25 NOCA618B,45.46629,-73.64233,191,40,25,STRAIGHT,NEW,-4,24,100,0,NA,NA,NA,"Bird close to the last data point, looked for it around 10:00 am, didn't get anything, only got the point when I came back to the car."
01-11-2025,9:50,6,FPL,610,2651-73176,Blue/Blue,Metal/Yellow,F,01-11-25 NOCA 610,45.46088,-73.64884,157,30,33,UP,OLD,-8,6,100,0.2,4,1,0,"Lots of chirping, other species around, about 7-8 males at the same spot (!)"
01-11-2025,10:05,5,FPL,626,2991-46005,Yellow/White,Metal/Yellow,F,01-11-25 NOCA 626,45.46059,-73.64002,145,40,134,STRAIGHT,OLD,-7,5,100,0.2,4,1,0,pointing towards feeder of ouse 3561 Bellemore from Terrebonne
