bird.num,motusTagID,dos,tspre,tspost,tsmax.dt,meanpre,meanpost,varpre,varpost,cpt,batch,postfilter,time,Dates,sunrise.UTC,cpt.sr,postfiltercol,postfilterlntyp
3,68913,6,7.3,7.3,30:34.5,0.546555329,1.30465403,0.105024355,0.781631061,56:13.6,2,good,10.93333333,2022-10-28,2022-10-28 11:30,-34.35606167,black,1
3,68913,168,7.3,7.3,23:56.0,0.588111258,0.514292423,0.059242177,0.049099422,56:29.4,2,bad,10.93333333,2023-04-08,2023-04-08 10:24,31.79065167,red,2
4,68914,53,7.3,7.3,33:19.7,0.781288664,1.040517341,0.134557524,0.444244649,56:25.4,2,good,10.93333333,2022-10-30,2022-10-30 11:33,-36.94309,black,1
5,68915,3,7.3,43.8,28:20.2,0.60764179,0.794034958,0.074506493,0.294316767,56:54.3,2,good,10.93333333,2022-10-28,2022-10-28 11:30,-33.678585,black,1
1,68916,3,14.6,7.3,31:11.0,0.516050818,1.021496446,0.049336474,0.400576019,55:59.5,3,good,10.93333333,2022-10-29,2022-10-29 11:31,-35.97557167,black,1
2,68917,134,0,0,21:31.3,0.496661854,1.357198481,0.105310288,1.094739806,56:10.5,3,good,10.93333333,2023-03-09,2023-03-09 11:21,-25.40884333,black,1
3,77899,4,9.7,0,18:12.3,0.724397652,1.237875986,0.1559089,0.626144555,56:18.3,8,good,10.93333333,2023-10-22,2023-10-22 11:21,-25.64532,black,1
6,90349,119,0,0,18:47.5,0.551082737,1.29024911,0.068943472,0.819806161,56:35.0,11,good,10.93333333,2025-03-10,2025-03-10 11:18,-22.24954,black,1
1,68906,17,0,7.3,30:30.6,0.584642659,1.16719741,0.132760272,0.502166331,57:00.9,1,good,10.95,2022-10-28,2022-10-28 11:30,-33.56756334,black,1
1,68906,145,0,7.3,28:50.6,0.664911734,1.487300919,0.095998028,0.881360012,57:10.5,1,good,10.95,2023-03-05,2023-03-05 11:28,-31.77467833,black,1
2,68907,127,0,7.3,03:46.4,0.562609225,1.397764906,0.07688726,0.895709671,57:40.2,1,good,10.95,2023-02-12,2023-02-12 12:03,-66.19675167,black,1
4,68909,5,204.37,7.3,16:52.2,0.692301844,1.33993714,0.148069224,0.817337632,57:43.6,1,good,10.95,2022-10-18,2022-10-18 11:16,-19.17340667,black,1
4,68909,11,0,7.3,23:37.7,0.520575254,1.076565088,0.104474215,0.464180847,57:33.0,1,good,10.95,2022-10-24,2022-10-24 11:25,-27.48292167,black,1
5,68910,7,0,7.3,19:31.4,0.586513801,1.177202912,0.120919358,0.673016985,57:20.4,1,good,10.95,2022-10-20,2022-10-20 11:19,-22.24323167,black,1
5,68910,11,7.3,0,24:54.9,0.501040474,1.17413622,0.088206961,0.655975212,57:08.2,1,good,10.95,2022-10-24,2022-10-24 11:25,-27.89723833,black,1
1,68911,2,102.09,7.3,16:48.5,0.573558527,0.948179467,0.083090788,0.323605272,57:10.6,2,good,10.95,2022-10-18,2022-10-18 11:16,-19.72283,black,1
3,68913,2,0,7.3,24:57.4,0.442783942,1.289723673,0.079534462,0.826775826,57:54.4,2,good,10.95,2022-10-24,2022-10-24 11:25,-27.12588833,black,1
3,68913,9,7.3,7.3,34:45.4,0.57912374,1.282298126,0.095845076,0.787989854,57:43.9,2,good,10.95,2022-10-31,2022-10-31 11:34,-37.03441667,black,1
5,68915,5,7.3,0,33:19.3,0.548564201,0.912004185,0.076152817,0.336878801,57:30.6,2,good,10.95,2022-10-30,2022-10-30 11:33,-35.856585,black,1
1,68921,5,14.6,7.3,22:51.7,0.674193116,0.995502966,0.100972015,0.414513459,57:23.4,4,good,10.95,2022-11-07,2022-11-07 11:44,-47.25935167,black,1
5,68925,117,0,7.3,28:51.4,0.476866749,1.368289748,0.096483983,1.005579445,57:18.2,4,good,10.95,2023-03-05,2023-03-05 11:28,-31.64667,black,1
5,77881,127,0,0,18:14.9,0.644459536,1.167403417,0.133361473,0.617372246,56:59.6,6,good,10.95,2024-03-10,2024-03-10 11:18,-21.35636333,black,1
9,77895,9,19.4,19.4,03:15.8,0.674163033,1.08192652,0.105431344,0.519361018,57:12.6,7,good,10.95,2023-10-20,2023-10-20 11:19,-22.02270833,black,1
3,90326,29,0,9.7,01:51.3,0.337710414,0.657716426,0.035388985,0.318743069,57:36.6,9,good,10.95,2024-11-20,2024-11-20 12:03,-65.77295,black,1
5,90328,5,9.7,9.7,18:48.2,0.591546628,0.814548176,0.102281581,0.276921029,57:33.1,9,good,10.95,2024-10-19,2024-10-19 11:18,-21.33182833,black,1
6,90349,117,0,0,22:27.3,0.443713327,1.270890426,0.079614938,0.77425627,57:58.9,11,good,10.95,2025-03-08,2025-03-08 11:22,-24.567695,black,1
7,90363,112,0,0,26:13.8,0.41153956,1.365941681,0.112062016,0.718101681,57:52.3,12,good,10.95,2025-03-06,2025-03-06 11:26,-28.37755,black,1
1,68906,7,7.3,0,16:48.8,0.549000501,0.883112841,0.136797153,0.315622985,58:09.5,1,good,10.96666667,2022-10-18,2022-10-18 11:16,-18.74188833,black,1
1,68906,14,0,7.3,26:22.6,0.512744319,1.233400351,0.122470714,0.735507404,57:59.5,1,good,10.96666667,2022-10-25,2022-10-25 11:26,-28.42487667,black,1
2,68907,172,14.6,7.3,43:26.4,0.782547521,0.551530561,0.14194427,0.079683348,58:14.0,1,bad,10.96666667,2023-03-29,2023-03-29 10:43,14.69962667,red,2
3,68908,27,0,7.3,33:30.0,0.433684984,1.280485319,0.116279634,0.803362871,58:32.3,1,good,10.96666667,2022-11-02,2022-11-02 11:37,-39.04418,black,1
5,68910,15,0,7.3,30:33.2,0.479777966,1.233238839,0.091925986,0.74691298,58:16.3,1,good,10.96666667,2022-10-28,2022-10-28 11:30,-32.31115834,black,1
3,68913,8,7.3,0,33:19.3,0.465871872,1.28028407,0.082719102,0.85153104,58:14.7,2,good,10.96666667,2022-10-30,2022-10-30 11:33,-35.122275,black,1
4,68914,52,7.3,7.3,31:52.6,0.68191736,1.125902327,0.108074162,0.519646244,58:30.0,2,good,10.96666667,2022-10-29,2022-10-29 11:31,-33.466535,black,1
5,68915,8,0.04,7.26,26:59.4,0.569533289,1.079984717,0.07378374,0.418207186,58:14.0,2,good,10.96666667,2022-11-02,2022-11-02 11:37,-39.34973,black,1
8,77874,208,9.7,0,16:31.4,0.57348353,0.469443777,0.099627889,0.082165048,58:07.4,5,bad,10.96666667,2024-05-25,2024-05-25 9:16,101.4735483,red,2
2,90345,26,9.7,9.7,10:04.2,0.603252613,1.093629124,0.061693034,0.678946654,58:23.1,11,good,10.96666667,2024-11-28,2024-11-28 12:13,-75.23211833,black,1
6,90349,118,0,9.7,20:32.6,0.567221505,1.124746964,0.092714325,0.830844002,58:29.8,11,good,10.96666667,2025-03-09,2025-03-09 11:20,-22.20346167,black,1
6,90349,120,0,9.7,16:52.8,0.620664562,1.294309017,0.082327142,0.737214931,58:13.6,11,good,10.96666667,2025-03-11,2025-03-11 11:16,-18.72302833,black,1
1,68906,13,0,7.3,24:57.5,0.51016057,1.078339797,0.112197007,0.522946968,59:00.4,1,good,10.98333333,2022-10-24,2022-10-24 11:25,-26.02724667,black,1
1,68906,19,0,7.3,33:20.5,0.499828797,1.037188913,0.111153417,0.41322524,58:59.8,1,good,10.98333333,2022-10-30,2022-10-30 11:33,-34.36939167,black,1
1,68906,143,7.3,7.3,32:27.9,0.614071581,1.472486326,0.084744972,0.923932113,59:05.6,1,good,10.98333333,2023-03-03,2023-03-03 11:32,-33.47256333,black,1
2,68907,15,0,7.3,23:34.5,0.493408915,1.287300257,0.103706339,0.800974666,59:48.3,1,good,10.98333333,2022-10-23,2022-10-23 11:23,-23.86145833,black,1
3,68908,30,0,7.3,41:46.7,0.498961796,1.29631714,0.12218595,0.741207128,59:09.2,1,good,10.98333333,2022-11-05,2022-11-05 11:41,-42.67996167,black,1
4,68909,7,0,43.77,12:50.3,0.848246518,1.149475075,0.143810278,0.382531497,59:31.9,1,good,10.98333333,2022-10-20,2022-10-20 11:19,-20.051835,black,1
5,68910,5,0,0.1,16:53.4,0.407157811,1.026711632,0.08608438,0.582474226,59:12.4,1,good,10.98333333,2022-10-18,2022-10-18 11:16,-17.69265667,black,1
2,68912,155,0,0,23:22.7,0.835462038,1.245401395,0.417181232,0.593842534,59:56.4,2,good,10.98333333,2023-03-27,2023-03-27 10:47,12.58948833,black,1
2,68917,3,7.3,0,31:51.0,0.417315775,1.017391775,0.080291985,0.529648537,59:26.8,3,good,10.98333333,2022-10-29,2022-10-29 11:31,-32.52069667,black,1
2,68922,2,0,7.3,38:55.9,0.515892841,1.035652696,0.095767208,0.576416816,59:43.2,4,good,10.98333333,2022-11-04,2022-11-04 11:40,-40.69649,black,1
5,68925,119,7.3,7.3,25:13.7,0.711045772,1.494168432,0.103688696,1.003723047,59:08.7,4,good,10.98333333,2023-03-07,2023-03-07 11:25,-26.13823833,black,1
10,77886,120,0,9.7,12:59.0,0.484672366,0.872425592,0.051304401,0.249539235,59:58.6,6,good,10.98333333,2024-03-09,2024-03-09 11:20,-20.23934833,black,1
10,77886,128,38.8,9.7,04:09.9,0.625795216,0.939799697,0.084503303,0.280990599,59:23.9,6,good,10.98333333,2024-03-17,2024-03-17 11:05,-5.685171668,black,1
2,77898,8,0.1,9.6,25:58.3,0.583956769,1.426084714,0.094964762,0.725483312,59:42.5,8,good,10.98333333,2023-10-25,2023-10-25 11:26,-26.35833167,black,1
2,77898,10,9.7,9.7,28:10.9,0.510190012,0.988771179,0.093102576,0.504355211,58:59.0,8,good,10.98333333,2023-10-27,2023-10-27 11:28,-29.83268667,black,1
4,77900,136,9.7,9.7,30:01.5,0.59708706,1.122092493,0.089813555,0.582601663,59:13.9,8,good,10.98333333,2024-03-02,2024-03-02 11:33,-33.802445,black,1
4,90327,2,0,9.7,26:57.5,0.512623565,0.786325926,0.07711828,0.307896183,59:42.4,9,good,10.98333333,2024-10-25,2024-10-25 11:27,-27.37597833,black,1
5,90328,6,9.7,9.7,26:15.1,0.555714129,1.141011278,0.096674518,0.604111446,59:36.5,9,good,10.98333333,2024-10-20,2024-10-20 11:20,-20.62449833,black,1
2,90335,137,0,9.7,18:47.2,0.486641694,0.972902336,0.091237555,0.784029502,59:00.3,10,good,10.98333333,2025-03-10,2025-03-10 11:18,-19.82774167,black,1
2,90345,124,9.7,9.7,26:11.5,0.697949131,1.329209188,0.087739065,0.688026119,59:46.1,11,good,10.98333333,2025-03-06,2025-03-06 11:26,-26.48200334,black,1
9,90352,112,9.7,9.7,29:46.0,0.571425339,1.001893204,0.098071234,0.326473463,58:59.1,11,good,10.98333333,2025-03-04,2025-03-04 11:29,-30.91539,black,1
3,68908,24,0,7.3,33:15.3,0.467513697,1.326892892,0.106371291,0.777384644,00:58.3,1,good,11,2022-10-30,2022-10-30 11:33,-32.39451667,black,1
2,68912,163,0,7.3,32:00.8,0.858185433,1.409478844,0.50068431,0.901516485,00:10.7,2,good,11,2023-04-04,2023-04-04 10:32,28.01214,black,1
4,68914,49,7.3,0,22:24.8,0.531897359,1.037511382,0.09810813,0.457252092,00:35.5,2,good,11,2022-10-26,2022-10-26 11:27,-27.20770833,black,1
4,68914,51,14.6,7.3,30:32.8,0.846431801,1.104150909,0.142956552,0.494191658,00:12.7,2,good,11,2022-10-28,2022-10-28 11:30,-30.371925,black,1
5,68915,4,0.11,7.2,31:29.9,0.549693823,0.788722739,0.093520588,0.313454931,00:03.9,2,good,11,2022-10-29,2022-10-29 11:31,-31.90127167,black,1
2,68917,83,7.3,0,31:54.1,0.460986086,1.096878712,0.086038195,0.852241814,59:59.1,3,good,11,2023-01-17,2023-01-17 12:31,-31.98225167,black,1
4,68924,29,7.3,7.3,17:40.3,0.677211085,1.163661264,0.098091429,0.747006943,59:59.2,4,good,11,2022-12-02,2022-12-02 12:17,-17.76354167,black,1
5,77881,123,0,193.98,25:44.5,0.583986771,1.334343734,0.077930718,0.353184492,00:55.8,6,good,11,2024-03-06,2024-03-06 11:25,-24.83714333,black,1
5,77881,254,9.7,9.7,23:17.0,0.57221643,0.450690594,0.103754785,0.0697715,00:31.2,6,bad,11,2024-07-15,2024-07-15 9:23,97.22069667,red,2
4,77900,2,0,9.7,02:55.6,0.696703209,0.869365641,0.107573684,0.331925897,00:45.0,8,good,11,2023-10-20,2023-10-20 11:19,-18.482525,black,1
6,77902,2,0,9.7,19:13.3,0.596028247,0.790411473,0.111337865,0.328822803,00:13.9,8,good,11,2023-10-20,2023-10-20 11:19,-19.00124,black,1
6,77902,10,0,9.7,30:11.9,0.671243066,1.276728159,0.102311476,0.769809662,00:51.8,8,good,11,2023-10-28,2023-10-28 11:30,-29.35366333,black,1
4,90327,3,9.7,0,28:20.6,0.797545862,0.90609086,0.123744384,0.237804617,00:17.0,9,good,11,2024-10-26,2024-10-26 11:28,-28.18270167,black,1
5,90328,2,0,9.7,05:40.8,0.46558742,0.895766593,0.082808386,0.540415936,00:26.0,9,good,11,2024-10-16,2024-10-16 11:14,-14.433765,black,1
2,90335,135,0,9.7,22:29.9,0.44644003,1.139443712,0.079127198,0.851072774,00:37.0,10,good,11,2025-03-08,2025-03-08 11:22,-21.93369333,black,1
2,90345,45,0,9.7,31:46.9,0.714169894,1.350385963,0.10958612,0.689001516,00:51.4,11,good,11,2024-12-17,2024-12-17 12:31,-90.94383334,black,1
2,90345,122,0,9.7,29:49.8,0.45938151,1.194070025,0.103081695,0.677201696,00:10.4,11,good,11,2025-03-04,2025-03-04 11:29,-29.72735667,black,1
6,90349,114,0,0,28:01.6,0.602637324,1.282682662,0.096037939,0.723836049,00:09.7,11,good,11,2025-03-05,2025-03-05 11:28,-27.9053,black,1
7,90363,110,0,9.7,29:47.2,0.35817817,1.342347836,0.089250163,0.90892704,00:37.2,12,good,11,2025-03-04,2025-03-04 11:29,-29.27986,black,1
7,90363,111,0,9.7,27:55.7,0.504958069,1.496555342,0.12429112,0.919124177,00:03.3,12,good,11,2025-03-05,2025-03-05 11:28,-28.01218167,black,1
1,68906,18,0,0,31:55.6,0.579272967,1.108180167,0.129078524,0.508485464,01:50.3,1,good,11.01666667,2022-10-29,2022-10-29 11:31,-30.12830833,black,1
1,68906,22,0,7.3,37:28.5,0.510859826,1.002128025,0.111090344,0.341826341,01:32.9,1,good,11.01666667,2022-11-02,2022-11-02 11:37,-36.03503333,black,1
2,68907,5,7.3,14.6,10:14.3,0.71162266,0.955326794,0.111280954,0.399811967,01:33.2,1,good,11.01666667,2022-10-13,2022-10-13 11:10,-8.712701666,black,1
3,68908,37,0,7.3,51:40.7,0.513896693,0.419722878,0.078111964,0.067897348,01:30.6,1,bad,11.01666667,2022-11-12,2022-11-12 11:51,-50.20705333,red,2
2,68912,8,0,7.3,34:41.9,0.567868209,1.087846028,0.085115345,0.49517449,01:33.8,2,good,11.01666667,2022-10-31,2022-10-31 11:34,-33.20367333,black,1
2,68912,12,14.6,51.09,37:09.2,0.532719169,1.415525958,0.080051971,0.771984539,01:20.5,2,good,11.01666667,2022-11-04,2022-11-04 11:40,-39.07554167,black,1
3,68913,11,7.3,0,37:30.4,0.494072263,1.040114837,0.121577517,0.365070457,01:27.3,2,good,11.01666667,2022-11-02,2022-11-02 11:37,-36.12849,black,1
3,68913,12,0,14.65,38:12.5,0.661559579,1.060235677,0.093949207,0.333391169,01:25.5,2,good,11.01666667,2022-11-03,2022-11-03 11:39,-37.575685,black,1
5,68915,6,7.3,58.39,34:39.4,0.569967365,0.937668782,0.068358103,0.379626504,01:31.2,2,good,11.01666667,2022-10-31,2022-10-31 11:34,-33.24611,black,1
5,68915,11,29.2,7.3,21:09.0,0.539060517,0.864943245,0.05658023,0.295258775,01:53.0,2,good,11.01666667,2022-11-05,2022-11-05 11:41,-39.95056667,black,1
5,68915,135,14.6,197.08,07:16.4,0.568067398,1.05354683,0.055819724,0.402576855,01:08.8,2,good,11.01666667,2023-03-09,2023-03-09 11:21,-20.437165,black,1
2,68917,128,7.3,0,32:32.3,0.322853807,1.121754764,0.046286248,0.792518142,01:21.1,3,good,11.01666667,2023-03-03,2023-03-03 11:32,-31.21517667,black,1
2,68917,130,0,7.3,28:52.0,0.390260925,1.409843628,0.08968476,1.026743712,01:56.2,3,good,11.01666667,2023-03-05,2023-03-05 11:28,-27.01284333,black,1
5,68920,4,0,7.3,41:44.9,0.593091145,1.237829514,0.116449353,0.755343713,01:04.4,3,good,11.01666667,2022-11-05,2022-11-05 11:41,-40.75983833,black,1
2,68922,5,14.6,423.34,44:39.0,0.609521954,1.011249126,0.088052808,0.425001156,01:40.0,4,good,11.01666667,2022-11-07,2022-11-07 11:44,-42.98290167,black,1
5,68925,97,518.24,1861.28,02:22.3,0.731804997,1.135663083,0.102878586,0.820023099,01:22.7,4,good,11.01666667,2023-02-13,2023-02-13 12:02,-61.00430167,black,1
5,68925,115,7.3,0,32:30.5,0.421076031,1.421999779,0.060261342,0.977164436,01:55.6,4,good,11.01666667,2023-03-03,2023-03-03 11:32,-30.64076,black,1
2,77898,4,87.29,29.1,20:28.7,0.653626184,1.161816559,0.108220119,0.469890199,01:48.8,8,good,11.01666667,2023-10-21,2023-10-21 11:20,-18.77028833,black,1
4,77900,140,0,9.7,25:39.4,0.507302373,1.496815547,0.096852818,0.854986368,01:58.5,8,good,11.01666667,2024-03-06,2024-03-06 11:25,-23.79236833,black,1
5,77901,4,0,9.6,21:49.5,0.720814076,1.162788186,0.147738109,0.558794406,01:52.4,8,good,11.01666667,2023-10-22,2023-10-22 11:21,-20.07749,black,1
9,90343,3,0,9.7,38:06.6,0.431801546,0.552792324,0.089095095,0.130459826,01:40.0,10,good,11.01666667,2024-11-02,2024-11-02 11:38,-36.60019333,black,1
1,68906,20,0,0,33:03.4,0.515841771,1.184998342,0.099397338,0.594963904,02:43.5,1,good,11.03333333,2022-10-31,2022-10-31 11:34,-32.04108167,black,1
2,68907,18,7.3,0,26:01.8,0.452132933,1.211652109,0.090805232,0.757824455,02:52.2,1,good,11.03333333,2022-10-26,2022-10-26 11:27,-24.93055833,black,1
3,68908,23,0,0,31:47.8,0.461200592,1.421226087,0.112222452,0.863851092,02:40.6,1,good,11.03333333,2022-10-29,2022-10-29 11:31,-29.29053667,black,1
5,68910,21,7.3,0,38:56.8,0.464948931,1.197069631,0.095761976,0.727823861,02:53.7,1,good,11.03333333,2022-11-03,2022-11-03 11:39,-36.10479833,black,1
1,68911,5,7.3,7.3,17:28.6,0.710148236,1.04331797,0.123877626,0.356419548,02:13.4,2,good,11.03333333,2022-10-21,2022-10-21 11:20,-18.72687833,black,1
2,68912,11,7.3,14.6,38:58.3,0.680537255,1.156503969,0.113658685,0.55430684,02:11.2,2,good,11.03333333,2022-11-03,2022-11-03 11:39,-36.81343167,black,1
2,68912,17,14.6,846.7,46:34.3,0.579505492,1.400842035,0.076492304,0.816175791,02:51.1,2,good,11.03333333,2022-11-09,2022-11-09 11:47,-44.63231833,black,1
2,68912,129,0,7.3,36:02.5,0.548980752,1.466498358,0.085647815,0.724292888,02:31.3,2,good,11.03333333,2023-03-01,2023-03-01 11:36,-33.61170333,black,1
3,68913,17,0,7.3,46:00.4,0.645892911,1.510402604,0.093897637,0.945811671,02:10.2,2,good,11.03333333,2022-11-08,2022-11-08 11:46,-43.89688333,black,1
5,68915,9,6.8,0.5,36:06.8,0.597098629,0.977710736,0.064991699,0.351714487,02:29.0,2,good,11.03333333,2022-11-03,2022-11-03 11:39,-36.51692834,black,1
2,68917,120,0,7.3,46:29.6,0.631442829,1.421031515,0.191518148,0.993476163,02:10.1,3,good,11.03333333,2023-02-23,2023-02-23 11:46,-44.348365,black,1
5,68920,7,7.3,7.3,44:22.6,0.652874016,1.429697164,0.101950721,0.792554925,02:43.7,3,good,11.03333333,2022-11-08,2022-11-08 11:46,-43.33764167,black,1
5,68925,114,0,7.3,29:13.6,0.5776744,1.375847061,0.135681306,0.858534905,02:47.0,4,good,11.03333333,2023-03-02,2023-03-02 11:34,-31.58370833,black,1
3,77869,3,0,0,34:18.8,0.426410546,0.462415509,0.077586477,0.089463343,02:23.5,5,good,11.03333333,2023-10-31,2023-10-31 11:34,-32.02537667,black,1
6,77902,6,0,9.7,24:34.5,0.52512443,0.992564199,0.077369232,0.57337417,02:30.9,8,good,11.03333333,2023-10-24,2023-10-24 11:24,-22.16902333,black,1
6,77902,8,9.7,9.7,27:24.9,0.589318329,0.921715435,0.073759343,0.340503275,02:26.7,8,good,11.03333333,2023-10-26,2023-10-26 11:27,-24.988835,black,1
3,90326,3,0,0,26:58.5,0.486861177,1.128550696,0.063108257,0.839379992,02:00.6,9,good,11.03333333,2024-10-25,2024-10-25 11:27,-25.07329834,black,1
4,90327,14,19.4,38.8,08:29.7,0.60422259,0.870698166,0.070218115,0.258036926,02:15.5,9,good,11.03333333,2024-11-06,2024-11-06 11:43,-41.658025,black,1
6,90349,113,0,9.7,29:46.7,0.313029759,1.500342157,0.085049228,0.946430225,02:04.4,11,good,11.03333333,2025-03-04,2025-03-04 11:29,-27.826645,black,1
10,90353,107,9.7,9.7,32:55.3,0.327587607,0.751702037,0.038679624,0.271984335,02:27.6,11,good,11.03333333,2025-02-27,2025-02-27 11:38,-36.35656166,black,1
7,90363,115,0,9.7,20:39.4,0.57940434,1.321522202,0.098636991,0.975781549,02:09.5,12,good,11.03333333,2025-03-09,2025-03-09 11:20,-18.541855,black,1
1,68906,141,7.3,72.99,36:05.3,0.720807164,1.526255603,0.112906022,0.89800792,03:34.1,1,good,11.05,2023-03-01,2023-03-01 11:36,-32.56492667,black,1
2,68907,3,0,7.3,07:39.9,0.398214752,1.009588566,0.075796431,0.542223098,03:43.5,1,good,11.05,2022-10-11,2022-10-11 11:07,-3.941480001,black,1
2,68907,17,7.3,7.3,26:23.2,0.425432745,1.386982781,0.0900006,0.875053257,03:42.8,1,good,11.05,2022-10-25,2022-10-25 11:26,-22.70359,black,1
3,68908,28,0,7.3,38:58.6,0.618566558,1.369212792,0.170730899,0.734791089,03:31.7,1,good,11.05,2022-11-03,2022-11-03 11:39,-35.471005,black,1
3,68908,29,0,7.3,40:11.7,0.522506508,1.334048482,0.111100121,0.714619392,03:02.7,1,good,11.05,2022-11-04,2022-11-04 11:40,-37.37238167,black,1
4,68909,15,7.3,7.3,54:09.3,0.698866391,1.011870931,0.105295389,0.400539419,03:21.3,1,good,11.05,2022-10-28,2022-10-28 11:30,-27.228985,black,1
1,68911,10,0,7.2,27:43.2,0.52377646,0.910440937,0.072679242,0.237271695,03:06.3,2,good,11.05,2022-10-26,2022-10-26 11:27,-24.69488167,black,1
2,68912,13,7.3,7.3,19:01.9,0.613910244,1.297263687,0.103999039,0.570576102,03:46.8,2,good,11.05,2022-11-05,2022-11-05 11:41,-38.053855,black,1
2,68912,127,0,7.3,39:33.8,0.35997885,1.081080784,0.041227621,0.902463805,03:23.0,2,good,11.05,2023-02-27,2023-02-27 11:39,-36.26734667,black,1
4,68914,57,7.3,7.3,37:04.3,0.739870156,1.121718625,0.11584039,0.523023129,03:19.7,2,good,11.05,2022-11-03,2022-11-03 11:39,-35.67175333,black,1
2,68917,133,0,7.3,23:21.5,0.584695108,1.388983449,0.112331682,0.996743788,03:21.8,3,good,11.05,2023-03-08,2023-03-08 11:23,-20.08653,black,1
2,68922,3,7.3,0,41:04.9,0.503636159,0.954825209,0.09621666,0.434774821,03:48.9,4,good,11.05,2022-11-05,2022-11-05 11:41,-38.01773833,black,1
8,77874,3,0,9.7,33:38.5,0.524617905,1.02028275,0.076572706,0.527085483,03:30.2,5,good,11.05,2023-11-02,2023-11-02 11:37,-33.71257,black,1
5,77881,124,9.7,0,23:47.3,0.770312638,1.211116365,0.191469632,0.510651178,03:01.0,6,good,11.05,2024-03-07,2024-03-07 11:23,-20.89945667,black,1
2,77898,6,38.8,19.4,17:48.5,0.614636602,1.248745451,0.089422156,0.595422747,03:49.9,8,good,11.05,2023-10-23,2023-10-23 11:23,-19.48564833,black,1
4,77900,137,0,9.7,25:00.8,0.542208236,1.172734204,0.083849756,0.69573621,03:45.4,8,good,11.05,2024-03-03,2024-03-03 11:31,-27.47690334,black,1
6,77902,13,0,9.7,08:03.2,0.561376446,0.819218288,0.089058147,0.436206513,03:49.6,8,good,11.05,2023-10-31,2023-10-31 11:34,-30.58942833,black,1
7,77903,139,0,9.7,25:40.7,0.54088346,1.375165866,0.079097333,0.812742298,03:07.9,8,good,11.05,2024-03-06,2024-03-06 11:25,-22.63462333,black,1
2,90335,134,9.7,0,24:16.4,0.705083643,1.074619757,0.112764952,0.780032712,03:31.3,10,good,11.05,2025-03-07,2025-03-07 11:24,-20.87758,black,1
2,68907,146,0,7.3,32:33.1,0.381179549,1.286647965,0.066524854,0.873771258,04:16.9,1,good,11.06666667,2023-03-03,2023-03-03 11:32,-28.28472167,black,1
5,68910,22,7.3,0,40:23.3,0.488942769,1.235023712,0.090741125,0.736163462,04:34.8,1,good,11.06666667,2022-11-04,2022-11-04 11:40,-35.83699,black,1
2,68912,9,0,0,36:09.8,0.582798366,1.247579048,0.125230386,0.638141895,04:00.0,2,good,11.06666667,2022-11-01,2022-11-01 11:36,-32.18365666,black,1
3,68913,13,7.3,0,40:22.8,0.76708586,1.268018863,0.115200349,0.693292125,04:12.1,2,good,11.06666667,2022-11-04,2022-11-04 11:40,-36.21547833,black,1
3,68913,14,0,7.3,41:49.1,0.456851808,1.417260762,0.085311992,0.906792665,04:47.6,2,good,11.06666667,2022-11-05,2022-11-05 11:41,-37.04027167,black,1
3,68913,16,7.3,0,44:34.2,0.521331002,1.419577025,0.098397179,0.800813878,04:37.5,2,good,11.06666667,2022-11-07,2022-11-07 11:44,-40.02451333,black,1
3,68913,166,7.3,7.3,28:18.8,0.348065444,0.410748484,0.026283305,0.035293153,04:31.1,2,good,11.06666667,2023-04-06,2023-04-06 10:28,36.10226333,black,1
2,68917,7,7.3,0,37:25.4,0.408072009,1.180467822,0.07181769,0.759600915,04:31.9,3,good,11.06666667,2022-11-02,2022-11-02 11:37,-33.05156,black,1
2,68917,126,0,7.3,36:05.3,0.589710343,1.453354147,0.091958152,1.055367512,04:32.2,3,good,11.06666667,2023-03-01,2023-03-01 11:36,-31.59652667,black,1
2,68917,152,7.3,0,47:16.1,0.648970409,1.423328879,0.149348967,0.895718817,04:15.3,3,good,11.06666667,2023-03-27,2023-03-27 10:47,16.90498667,black,1
5,68925,116,7.3,0,30:41.2,0.71868097,1.623316354,0.206515899,1.056839208,04:36.5,4,good,11.06666667,2023-03-04,2023-03-04 11:30,-26.15899833,black,1
5,77881,138,0,9.7,55:08.3,0.852843928,1.396209566,0.202585145,0.577476396,04:35.8,6,good,11.06666667,2024-03-21,2024-03-21 10:57,7.163879999,black,1
10,77886,130,0,9.7,33:59.4,0.560166281,1.156912345,0.059697387,0.715303867,04:47.5,6,good,11.06666667,2024-03-19,2024-03-19 11:01,3.524218333,black,1
5,77901,7,19.42,19.42,25:59.8,0.630053906,0.887301185,0.074664915,0.205227683,04:44.7,8,good,11.06666667,2023-10-25,2023-10-25 11:26,-21.32218,black,1
3,90326,4,0,0,28:21.2,0.549970479,1.260049358,0.106356959,0.804505334,04:31.2,9,good,11.06666667,2024-10-26,2024-10-26 11:28,-23.94607667,black,1
3,90326,5,0,9.7,29:43.9,0.472405202,1.317189202,0.1276339,0.887976062,04:55.7,9,good,11.06666667,2024-10-27,2024-10-27 11:29,-24.92084833,black,1
2,90335,136,0,9.7,20:33.7,0.380610333,1.07160506,0.059386828,0.885528062,04:29.9,10,good,11.06666667,2025-03-09,2025-03-09 11:20,-16.20126167,black,1
6,90349,116,9.7,0,24:21.9,0.615165622,1.405985971,0.072640785,0.884312861,04:05.7,11,good,11.06666667,2025-03-07,2025-03-07 11:24,-20.30429167,black,1
