"","Disp.","Band","Species","Wing","Age","Aged","Sex","Sexed","Fat","Weight","Date","Time","Bander","Scribe","Net","Notes","Exported","Valid","Invalid","Errors","History","Age.1","Sex.1","Location","Status","Condition","Code","Program","F","T","R2","3","R4","R5","R6","7","UC","S","SL","TC","SC","SD","CE","TP","OT","AL","TA","Z","NA","NA.1","NA.2","NA.3","NA.4","NA.5","NA.6","NA.7","NA.8","NA.9","NA.10","NA.11","NA.12","NA.13","NA.14","NA.15","NA.16","NA.17","NA.18","NA.19","NA.20","Replaced Band Number for Disposition 5 captures","DET Category Override","Aux Marker Type","Is Aux Marker Coded?","Aux Marker Code","Aux Marker Band Color","Aux Marker Code Color","Left Leg Color 1","Left Leg Color 2","Left Leg Color 3","R Leg Color 1","R Leg Color 2","R Leg Color 3","Last Bandit Export Timestamp","Count Bandit Exports","Creation Timestamp","Modify Timestamp","DET Category","To Be Deleted","Days since most recent prior capture","DET Date","Original Capture ID","NA.21","NA.22","NA.23","NA.24","NA.25","NA.26","NA.27","NA.28","NA.29","NA.30","NA.31","NA.32","NA.33","NA.34","NA.35","NA.36","NA.37","NA.38","Flags","Year","Season","week"
"52311","1","253123607","NOCA","93","1","1","4","1","0","44.4","2013-04-23","09:30","CLB","DDA","B2","","FALSE","","","FALSE","FALSE","","","MBO","300","","","SMMP2013","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Banded","","","4/23/2013","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,"SMMP",17
"52321","R","242193989","NOCA","95","5","1","4","1","0","46.9","2013-04-24","07:30","GEG","CAR","A1","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","SMMP2013","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Return","","178","4/24/2013","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,"SMMP",17
"52323","R","253123763","NOCA","92","5","1","5","1","2","48.6","2013-04-24","08:20","GEG","MOG","C2","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","SMMP2013","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Return","","177","4/24/2013","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,"SMMP",17
"52435","1","253123621","NOCA","90","1","1","5","B","1","41.8","2013-05-02","06:40","CLB","JRS","D4","","FALSE","","","FALSE","FALSE","","","MBO","300","","","SMMP2013","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Banded","","","5/2/2013","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,"SMMP",18
"52445","1","253123622","NOCA","89","1","1","5","1","5","46.3","2013-05-03","07:00","NIB","CIB","D1","","FALSE","","","FALSE","FALSE","","","MBO","300","","","SMMP2013","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Banded","","","5/3/2013","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,"SMMP",18
"52465","R","253123766","NOCA","91","5","1","5","1","0","43.5","2013-05-04","07:00","LIK","LGC","A1","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","SMMP2013","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Repeat","","11","5/4/2013","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,"SMMP",18
"52540","R","242193989","NOCA","94","5","1","4","1","0","44.9","2013-05-09","07:10","CLB","BEP","D3","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","SMMP2013","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Repeat","","15","5/9/2013","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,"SMMP",19
"52593","1","253123635","NOCA","92","1","1","4","1","0","41.7","2013-05-12","05:50","LIK","DDA","H2","","FALSE","","","FALSE","FALSE","","","MBO","300","","","SMMP2013","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Banded","","","5/12/2013","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,"SMMP",19
"52620","R","242170875","NOCA","91","1","1","5","B","0","45.2","2013-05-12","09:40","LIK","LIR","B3","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","SMMP2013","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Return","","248","5/12/2013","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,"SMMP",19
"52692","R","253123767","NOCA","90","1","1","5","B","0","46.2","2013-05-16","08:10","LIK","MAH","C1","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","SMMP2013","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Return","","181","5/16/2013","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,"SMMP",20
"52733","R","242193996","NOCA","98","1","1","4","1","0","43.9","2013-05-17","08:40","LIK","PAS","H1","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","SMMP2013","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Return","","204","5/17/2013","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,"SMMP",20
"52757","R","242193996","NOCA","98","1","1","4","1","0","42.4","2013-05-18","06:10","LIK","EBO","H1","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","SMMP2013","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","4/22/2020 12:22","Repeat","","1","5/18/2013","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,"SMMP",20
"53291","R","242170506","NOCA","92","1","1","5","B","0","46.8","2013-06-06","08:50","LIK","LIK","M3","","FALSE","","","TRUE","FALSE","","","MBO","300","7","89","MAPS2013","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Return","","616","6/6/2013","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,"MAPS",23
"53326","R","253123783","NOCA","89","1","1","5","B","0","40.1","2013-06-23","08:00","LIK","LIK","M6","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","MAPS2013","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Repeat","","61","6/23/2013","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,"MAPS",25
"53350","1","189191668","NOCA","85","2","1","0","1","0","39.5","2013-07-06","08:30","MBL","LIK","M5","","FALSE","","","FALSE","FALSE","","","MBO","300","","","MAPS2013","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Banded","","","7/6/2013","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,"MAPS",27
"53351","1","189191669","NOCA","89","2","1","0","1","0","40.1","2013-07-06","08:30","MBL","LIK","M5","","FALSE","","","FALSE","FALSE","","","MBO","300","","","MAPS2013","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Banded","","","7/6/2013","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,"MAPS",27
"53352","1","189191670","NOCA","86","2","1","0","1","0","44.5","2013-07-06","08:30","LIK","LIK","M5","","FALSE","","","FALSE","FALSE","","","MBO","300","","","MAPS2013","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Banded","","","7/6/2013","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,"MAPS",27
"53391","R","189191668","NOCA","85","2","1","0","1","0","36.4","2013-07-21","06:00","LIK","LIK","M8","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","MAPS2013","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Repeat","","15","7/21/2013","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,"MAPS",29
"53508","1","189191692","NOCA","90","2","1","4","1","0","41.6","2013-08-01","07:30","NIB","JCR","N3","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2013","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Banded","","","8/1/2013","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,"FMMP",31
"53511","R","242170875","NOCA","91","1","1","5","B","0","44.7","2013-08-01","07:40","NIB","JCR","N3","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","FMMP2013","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Repeat","","81","8/1/2013","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,"FMMP",31
"53520","R","253123766","NOCA","87","1","1","5","B","0","48.1","2013-08-01","08:40","NIB","CPP","C1","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","FMMP2013","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Repeat","","89","8/1/2013","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,"FMMP",31
"53621","1","189191699","NOCA","87","2","1","4","1","1","41.6","2013-08-03","06:50","SID","SID","D3","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2013","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Banded","","","8/3/2013","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,"FMMP",31
"53770","R","242193989","NOCA","92","1","1","4","1","0","47.8","2013-08-06","07:30","SID","RDJ","A2","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","FMMP2013","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Repeat","","89","8/6/2013","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,"FMMP",32
"53771","R","189191668","NOCA","84","2","S","5","1","0","38.1","2013-08-06","08:20","SID","RDJ","C1","banded on left, right is ok","FALSE","","","TRUE","FALSE","","","MBO","300","7","89","FMMP2013","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Repeat","","16","8/6/2013","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,"FMMP",32
"53855","R","253123766","NOCA","89","1","1","5","1","0","41.9","2013-08-08","06:40","RDT","NAG","A2","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","FMMP2013","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Repeat","","7","8/8/2013","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,"FMMP",32
"53884","R","189191670","NOCA","87","2","1","4","1","0","40.2","2013-08-09","06:30","NIB","ALH","C2","","FALSE","","","TRUE","FALSE","","","MBO","300","7","89","FMMP2013","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Repeat","","34","8/9/2013","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,"FMMP",32
"53961","R","253123766","NOCA","87","5","1","5","B","0","42","2013-08-10","07:20","LIK","JER","A2","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","FMMP2013","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Repeat","","2","8/10/2013","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,"FMMP",32
"54018","R","189191692","NOCA","90","2","1","4","1","0","42.8","2013-08-12","09:30","RDT","MFB","B3","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","FMMP2013","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Repeat","","11","8/12/2013","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,"FMMP",32
"54050","R","189191670","NOCA","85","2","1","4","1","0","41.9","2013-08-13","09:40","SID","RDJ","B2","","FALSE","","","TRUE","FALSE","","","MBO","300","7","89","FMMP2013","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Repeat","","4","8/13/2013","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,"FMMP",33
"54051","1","256109203","NOCA","94","2","1","4","1","0","46.2","2013-08-13","09:40","SID","RDJ","D3","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2013","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Banded","","","8/13/2013","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,"FMMP",33
"54177","R","253123766","NOCA","88","1","1","5","B","0","40.6","2013-08-18","06:30","SID","LGC","A2","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","FMMP2013","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Repeat","","8","8/18/2013","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,"FMMP",33
"54244","R","242193989","NOCA","91","1","1","4","1","0","46.3","2013-08-20","07:10","SID","CIB","A2","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","FMMP2013","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Repeat","","14","8/20/2013","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,"FMMP",34
"54297","R","189191692","NOCA","89","2","1","4","1","0","45.2","2013-08-21","10:40","RDT","MFB","B2","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","FMMP2013","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Repeat","","9","8/21/2013","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,"FMMP",34
"54305","R","253123766","NOCA","88","1","1","5","1","0","39.7","2013-08-22","07:00","SID","CAT","A2","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","FMMP2013","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Repeat","","4","8/22/2013","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,"FMMP",34
"54379","R","189191692","NOCA","89","2","1","4","1","0","41.7","2013-08-24","07:00","SID","LGC","B3","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","FMMP2013","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Repeat","","3","8/24/2013","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,"FMMP",34
"54703","1","256109240","NOCA","88","2","1","5","1","0","40.8","2013-08-28","10:30","RDT","RDJ","E1","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2013","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Banded","","","8/28/2013","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,"FMMP",35
"54877","1","256109247","NOCA","87","2","1","4","1","0","43.9","2013-09-01","08:40","LIK","CAR","N1","pox lesions on beak and right foot","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2013","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Banded","","","9/1/2013","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,"FMMP",35
"54881","1","256109248","NOCA","82","2","1","4","1","0","36.1","2013-09-01","09:20","GEG","JOG","A1","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2013","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Banded","","","9/1/2013","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,"FMMP",35
"55101","R","189191670","NOCA","86","2","1","4","1","0","44.4","2013-09-05","08:20","SID","FM","N1","","FALSE","","","TRUE","FALSE","","","MBO","300","7","89","FMMP2013","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Repeat","","23","9/5/2013","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,"FMMP",36
"55582","R","189191692","NOCA","90","2","1","4","1","0","44.4","2013-09-15","07:10","LIK","CKL","N1","molting p6-8, s6-9","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","FMMP2013","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","4/23/2020 10:16","Repeat","","22","9/15/2013","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,"FMMP",37
"55795","1","256109271","NOCA","86","2","1","5","1","0","37.4","2013-09-19","09:40","RDT","SID","A2","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2013","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Banded","","","9/19/2013","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,"FMMP",38
"55855","1","256109275","NOCA","91","2","1","0","1","0","41.1","2013-09-20","11:50","CLB","CAR","A2","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2013","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Banded","","","9/20/2013","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,"FMMP",38
"56569","R","253123766","NOCA","88","0","1","5","1","0","45.2","2013-10-04","08:00","SID","NAG","D1","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","FMMP2013","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Repeat","","43","10/4/2013","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,"FMMP",40
"56692","1","256109287","NOCA","92","2","1","5","1","0","45.3","2013-10-05","09:40","NIB","BEP","N3","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2013","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Banded","","","10/5/2013","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,"FMMP",40
"56938","1","256109288","NOCA","90","2","1","4","1","0","43","2013-10-09","08:10","SID","CIB","D1","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2013","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Banded","","","10/9/2013","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,"FMMP",41
"57199","R","189191692","NOCA","89","2","1","4","1","0","45.7","2013-10-13","08:30","GEG","CAR","H2","molting s6","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","FMMP2013","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Repeat","","28","10/13/2013","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,"FMMP",41
"57497","1","256109303","NOCA","91","0","1","5","1","0","44.1","2013-10-19","10:40","LIK","NAG","E1","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2013","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Banded","","","10/19/2013","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,"FMMP",42
"57810","R","256109303","NOCA","92","0","1","5","1","0","44.7","2013-10-30","09:30","SID","GED","A1","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","FMMP2013","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Repeat","","11","10/30/2013","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,"FMMP",44
"57893","1","256109306","NOCA","87","2","1","5","1","0","45.5","2013-11-06","09:00","NIB","GEG","V5","","FALSE","","","FALSE","FALSE","","","MBO","300","","","WINTER2013-14","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Banded","","","11/6/2013","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,"WINT",45
