"ID","status","bird.num","motusTagID","dos","tspre","tspost","tsmax.dt","meanpre","meanpost","varpre","varpost","cpt","batch","postfilter","time","Date","prev.night","prev.night.sunset.UTC","sunrise.UTC","sunset.UTC","cpt.ss","postfiltercol","postfilterlntyp","Site","Winter","Lon","Lat","Station_ID","Year","Month","Day","Max_temp","Min_temp","Mean_temp","Total_precip","Snow_on_grnd","Speed_max_gust_wind","datetime_utc","datetime_mtl"
"217","end",2,68917,87,0,7.3,"45:37.5",1.036663467,0.829471341,0.499716952,0.226818274,"03:17.5",3,"good",0.05,2023-01-21,"2023-01-20","2023-01-20 21:45","2023-01-21 12:29","2023-01-21 21:47",137.5577733,"black",1,"SDB","1",-73.74,45.47,"PETI",2023,1,21,-1,-4,-2.5,0.2,23,0,2023-01-21 00:03:00,2023-01-20 19:03:00
"225","end",5,68925,159,7.3,7.3,"41:44.8",1.502437013,0.590417759,0.714510522,0.114595842,"03:06.8",4,"good",0.05,2023-04-16,"2023-04-15","2023-04-15 23:41","2023-04-16 10:10","2023-04-16 23:43",21.29619167,"black",1,"SDB","1",-73.74,45.47,"PETI",2023,4,16,24.1,7,15.6,0,0,34,2023-04-16 00:03:00,2023-04-15 20:03:00
"212","end",2,68912,90,0,0,"45:38.7",0.616574906,0.589021492,0.629179351,0.181893868,"04:38.9",2,"good",0.066666667,2023-01-21,"2023-01-20","2023-01-20 21:45","2023-01-21 12:29","2023-01-21 21:47",138.915535,"black",1,"SDB","1",-73.74,45.47,"PETI",2023,1,21,-1,-4,-2.5,0.2,23,0,2023-01-21 00:04:00,2023-01-20 19:04:00
"220","end",5,68920,54,7.3,7.3,"48:53.4",0.78117317,0.581003091,0.456596385,0.073488783,"05:04.6",3,"good",0.083333333,2022-12-25,"2022-12-24","2022-12-24 21:17","2022-12-25 12:35","2022-12-25 21:18",167.127455,"black",1,"SDB","1",-73.74,45.47,"PETI",2022,12,25,-3.3,-7.6,-5.4,0.5,10,59,2022-12-25 00:05:00,2022-12-24 19:05:00
"220","end",5,68920,12,7.3,0,"27:55.8",0.900596834,0.46085074,0.156608905,0.085008548,"06:49.6",3,"good",0.1,2022-11-13,"2022-11-12","2022-11-12 21:30","2022-11-13 11:53","2022-11-13 21:29",155.9769167,"black",1,"SDB","1",-73.74,45.47,"PETI",2022,11,13,7.1,-1.9,2.6,0.2,0,37,2022-11-13 00:06:00,2022-11-12 19:06:00
"129","end",8,77904,9,0,0,"59:53.6",0.715492805,0.487110143,0.192834332,0.056416575,"06:05.2",8,"good",0.1,2023-10-31,"2023-10-30","2023-10-30 21:48","2023-10-31 11:34","2023-10-31 21:46",137.8196233,"black",1,"BDU","2",-73.74,45.47,"PETI",2023,10,31,4.5,-1.3,1.6,1.5,0,0,2023-10-31 00:06:00,2023-10-30 20:06:00
"109","end",10,77886,96,0,9.7,"24:50.1",0.696896589,0.451720763,0.35391572,0.092266327,"08:20.4",6,"good",0.133333333,2024-02-14,"2024-02-13","2024-02-13 22:19","2024-02-14 12:01","2024-02-14 22:21",108.3574133,"black",1,"BDU","2",-73.74,45.47,"PETI",2024,2,14,-4.3,-10.7,-7.5,0.7,0,53,2024-02-14 00:08:00,2024-02-13 19:08:00
"104","end",5,77881,175,0,9.7,"59:57.8",1.625665828,0.91460624,0.889559215,0.403354603,"11:56.3",6,"good",0.183333333,2024-04-27,"2024-04-26","2024-04-26 23:56","2024-04-27 9:50","2024-04-27 23:58",14.95506334,"black",1,"SDB","2",-73.74,45.47,"PETI",2024,4,27,19.9,5,12.5,0.6,0,41,2024-04-27 00:11:00,2024-04-26 20:11:00
"207","end",2,68907,36,0,0,"38:26.3",0.50244825,0.422891217,0.124197552,0.089867114,"13:22.6",1,"good",0.216666667,2022-11-13,"2022-11-12","2022-11-12 21:30","2022-11-13 11:53","2022-11-13 21:29",162.5269833,"black",1,"SDB","1",-73.74,45.47,"PETI",2022,11,13,7.1,-1.9,2.6,0.2,0,37,2022-11-13 00:13:00,2022-11-12 19:13:00
"210","end",5,68910,44,7.3,64765.55,"59:55.6",1.024954432,0.541786848,0.21441193,0.063083193,"19:08.7",1,"good",0.316666667,2022-11-26,"2022-11-25","2022-11-25 21:19","2022-11-26 12:10","2022-11-26 21:18",179.961065,"black",1,"SDB","1",-73.74,45.47,"PETI",2022,11,26,8.6,0.8,4.7,0,0,37,2022-11-26 00:19:00,2022-11-25 19:19:00
"92","end",2,77869,27,0,9.7,"54:08.4",0.936595411,0.652755822,0.114196163,0.112013866,"20:27.6",5,"good",0.333333333,2023-11-24,"2023-11-23","2023-11-23 21:20","2023-11-24 12:07","2023-11-24 21:20",179.69293,"black",1,"BDU","2",-73.74,45.47,"PETI",2023,11,24,1.7,-8.1,-3.2,1,0,42,2023-11-24 00:20:00,2023-11-23 19:20:00
"207","end",2,68907,152,0,7.3,"59:53.2",0.587205877,0.489487659,0.067539519,0.047377678,"23:49.1",1,"good",0.383333333,2023-03-09,"2023-03-08","2023-03-08 22:52","2023-03-09 11:21","2023-03-09 22:53",91.18560167,"black",1,"SDB","1",-73.74,45.47,"PETI",2023,3,9,1.1,-5.2,-2,0,26,0,2023-03-09 00:23:00,2023-03-08 19:23:00
"104","end",5,77881,183,0,9.7,"47:34.1",1.869442941,0.650801699,0.916467983,0.175906361,"23:28.2",6,"good",0.383333333,2024-05-05,"2024-05-04","2024-05-05 0:07","2024-05-05 9:38","2024-05-06 0:08",16.25295,"black",1,"SDB","2",-73.74,45.47,"PETI",2024,5,5,14.2,10.1,12.1,11.5,0,47,2024-05-05 00:23:00,2024-05-04 20:23:00
"210","end",5,68910,36,0,0,"16:10.1",0.646162175,0.51783584,0.254698486,0.051207628,"25:28.9",1,"good",0.416666667,2022-11-18,"2022-11-17","2022-11-17 21:25","2022-11-18 12:00","2022-11-18 21:24",179.8318517,"black",1,"SDB","1",-73.74,45.47,"PETI",2022,11,18,-2.1,-7.3,-4.7,1.1,6,46,2022-11-18 00:25:00,2022-11-17 19:25:00
"608","end",3,90326,17,9.7,0,"36:11.6",0.410943906,0.362026284,0.101416607,0.035860316,"25:41.3",9,"good",0.416666667,2024-11-08,"2024-11-07","2024-11-07 21:36","2024-11-08 11:46","2024-11-08 21:34",169.4552,"black",1,"BDU","3",-73.74,45.47,"PETI",2024,11,8,12,3.8,7.9,0.7,0,71,2024-11-08 00:25:00,2024-11-07 19:25:00
"641","end",5,90359,86,9.7,9.7,"44:42.7",1.086515587,0.722769052,0.438835042,0.150843597,"25:33.1",12,"good",0.416666667,2025-02-08,"2025-02-07","2025-02-07 22:12","2025-02-08 12:08","2025-02-08 22:13",133.2845483,"black",1,"SDB","3",-73.74,45.47,"PETI",2025,2,8,-5.2,-9.8,-7.5,0.2,18,0,2025-02-08 00:25:00,2025-02-07 19:25:00
"97","end",6,77874,234,0,9.7,"59:50.8",0.717183675,0.622930658,0.10973698,0.095163786,"28:03.2",5,"good",0.466666667,2024-06-20,"2024-06-19","2024-06-20 0:48","2024-06-20 9:08","2024-06-21 0:48",-20.63080833,"black",1,"SDB","2",-73.74,45.47,"PETI",2024,6,20,32.3,22.1,27.2,1.3,0,41,2024-06-20 00:28:00,2024-06-19 20:28:00
"608","end",3,90326,121,9.7,0,"59:55.1",0.669359859,0.320862022,0.557273798,0.102805096,"28:06.4",9,"good",0.466666667,2025-02-20,"2025-02-19","2025-02-19 22:29","2025-02-20 11:50","2025-02-20 22:31",118.37355,"black",1,"BDU","3",-73.74,45.47,"PETI",2025,2,20,-6.6,-17.5,-12.1,0,27,0,2025-02-20 00:28:00,2025-02-19 19:28:00
"104","end",5,77881,179,9.7,0,"14:38.8",1.554902013,0.732693894,0.873534453,0.23566753,"31:16.9",6,"good",0.516666667,2024-05-01,"2024-04-30","2024-05-01 0:02","2024-05-01 9:44","2024-05-02 0:03",29.16468833,"black",1,"SDB","2",-73.74,45.47,"PETI",2024,5,1,15.4,5,10.2,0.4,0,0,2024-05-01 00:31:00,2024-04-30 20:31:00
"104","end",5,77881,186,0,0,"57:04.1",1.645268026,0.664828576,0.825596065,0.247781837,"31:21.1",6,"good",0.516666667,2024-05-08,"2024-05-07","2024-05-08 0:10","2024-05-08 9:34","2024-05-09 0:12",20.36868833,"black",1,"SDB","2",-73.74,45.47,"PETI",2024,5,8,14.5,9,11.7,5.7,0,44,2024-05-08 00:31:00,2024-05-07 20:31:00
"129","end",8,77904,4,0,9.7,"59:52.1",0.420500997,0.31261023,0.070752441,0.050346623,"32:06.4",8,"good",0.533333333,2023-10-26,"2023-10-25","2023-10-25 21:55","2023-10-26 11:27","2023-10-26 21:54",156.123605,"black",1,"BDU","2",-73.74,45.47,"PETI",2023,10,26,17.6,14.5,16.1,5.8,0,0,2023-10-26 00:32:00,2023-10-25 20:32:00
"104","end",5,77881,201,320.07,19.4,"59:57.2",1.364859023,0.547620024,0.725789791,0.111540702,"37:57.4",6,"good",0.616666667,2024-05-23,"2024-05-22","2024-05-23 0:28","2024-05-23 9:18","2024-05-24 0:29",9.339963333,"black",1,"SDB","2",-73.74,45.47,"PETI",2024,5,23,25.3,18,21.7,1.7,0,48,2024-05-23 00:37:00,2024-05-22 20:37:00
"224","end",4,68924,99,0,7.3,"59:55.9",0.783800034,0.557862762,0.130688636,0.119175241,"39:41.4",4,"good",0.65,2023-02-10,"2023-02-09","2023-02-09 22:14","2023-02-10 12:06","2023-02-10 22:15",145.1895933,"black",1,"SDB","1",-73.74,45.47,"PETI",2023,2,10,5.4,-2.8,1.3,2.1,32,58,2023-02-10 00:39:00,2023-02-09 19:39:00
"104","end",5,77881,188,0,9.7,"59:47.4",1.543521191,0.714807605,1.058023399,0.195215558,"41:59.6",6,"good",0.7,2024-05-10,"2024-05-09","2024-05-10 0:13","2024-05-10 9:32","2024-05-11 0:14",28.51045667,"black",1,"SDB","2",-73.74,45.47,"PETI",2024,5,10,18,6.8,12.4,1.6,0,0,2024-05-10 00:42:00,2024-05-09 20:42:00
"645","end",7,90363,84,9.7,0,"09:19.1",0.708590149,0.575107152,0.107086957,0.085985844,"43:37.1",12,"good",0.716666667,2025-02-06,"2025-02-05","2025-02-05 22:09","2025-02-06 12:11","2025-02-06 22:10",154.2845117,"black",1,"SDB","3",-73.74,45.47,"PETI",2025,2,6,0.9,-17.8,-8.4,5.5,14,48,2025-02-06 00:43:00,2025-02-05 19:43:00
"104","end",5,77881,194,0,0,"58:15.4",1.299704007,0.48577084,0.680395723,0.09070858,"52:25.3",6,"good",0.866666667,2024-05-16,"2024-05-15","2024-05-16 0:20","2024-05-16 9:25","2024-05-17 0:21",31.70512,"black",1,"SDB","2",-73.74,45.47,"PETI",2024,5,16,24.1,13.7,18.9,0.2,0,0,2024-05-16 00:52:00,2024-05-15 20:52:00
"97","end",6,77874,260,0,9.7,"59:52.3",0.647785544,0.580279553,0.111320094,0.085402492,"55:14.1",5,"good",0.916666667,2024-07-16,"2024-07-15","2024-07-16 0:42","2024-07-16 9:24","2024-07-17 0:41",12.86752667,"black",1,"SDB","2",-73.74,45.47,"PETI",2024,7,16,28.8,20.8,24.8,0.5,0,0,2024-07-16 00:55:00,2024-07-15 20:55:00
"104","end",5,77881,197,0,0,"44:38.6",1.025509205,0.699618223,0.521645938,0.192411342,"02:14.9",6,"good",1.033333333,2024-05-19,"2024-05-18","2024-05-19 0:24","2024-05-19 9:22","2024-05-20 0:25",38.06477833,"black",1,"SDB","2",-73.74,45.47,"PETI",2024,5,19,26,14.9,20.4,0.4,0,0,2024-05-19 01:02:00,2024-05-18 21:02:00
"219","end",4,68919,102,7.3,0,"12:55.0",0.602390181,0.491760765,0.099322631,0.044684884,"07:33.9",3,"good",1.116666667,2023-02-09,"2023-02-08","2023-02-08 22:13","2023-02-09 12:08","2023-02-09 22:14",174.5311883,"black",1,"SDB","1",-73.74,45.47,"PETI",2023,2,9,2.5,-6.2,-1.9,16.6,33,32,2023-02-09 01:07:00,2023-02-08 20:07:00
"213","end",3,68913,156,7.3,7.3,"59:47.7",0.717904006,0.639661781,0.09211918,0.07974171,"10:57.9",2,"good",1.166666667,2023-03-27,"2023-03-26","2023-03-26 23:16","2023-03-27 10:47","2023-03-27 23:17",114.798605,"black",1,"SDB","1",-73.74,45.47,"PETI",2023,3,27,7.2,-1.6,2.8,0,0,0,2023-03-27 01:10:00,2023-03-26 21:10:00
"207","end",2,68907,176,7.3,0,"23:44.8",0.52370983,0.443540589,0.065553094,0.042417163,"23:31.7",1,"good",1.383333333,2023-04-02,"2023-04-01","2023-04-01 23:23","2023-04-02 10:35","2023-04-02 23:25",119.6778483,"black",1,"SDB","1",-73.74,45.47,"PETI",2023,4,2,1.4,-7.4,-3,0,0,49,2023-04-02 01:23:00,2023-04-01 21:23:00
"97","end",6,77874,220,0,0,"59:53.3",0.668444677,0.621737295,0.111117759,0.089058311,"27:02.6",5,"good",1.45,2024-06-06,"2024-06-05","2024-06-06 0:41","2024-06-06 9:09","2024-06-07 0:42",45.543815,"black",1,"SDB","2",-73.74,45.47,"PETI",2024,6,6,26.9,16.1,21.5,20.2,0,53,2024-06-06 01:27:00,2024-06-05 21:27:00
"213","end",3,68913,168,0,7.3,"59:55.9",0.74777021,0.634662177,0.139167212,0.082813735,"28:15.0",2,"good",1.466666667,2023-04-08,"2023-04-07","2023-04-07 23:31","2023-04-08 10:24","2023-04-08 23:32",116.716645,"black",1,"SDB","1",-73.74,45.47,"PETI",2023,4,8,5.7,-5.1,0.3,0,0,40,2023-04-08 01:28:00,2023-04-07 21:28:00
"104","end",5,77881,202,9.7,0,"59:56.2",0.534698344,0.457103673,0.11337402,0.087393253,"35:58.5",6,"good",1.583333333,2024-05-24,"2024-05-23","2024-05-24 0:29","2024-05-24 9:17","2024-05-25 0:30",66.29098667,"black",1,"SDB","2",-73.74,45.47,"PETI",2024,5,24,18.9,9.9,14.4,0,0,49,2024-05-24 01:35:00,2024-05-23 21:35:00
"207","end",2,68907,156,7.3,7.3,"59:53.7",0.526247521,0.47079591,0.050621746,0.050231496,"43:38.2",1,"good",1.716666667,2023-03-13,"2023-03-12","2023-03-12 22:57","2023-03-13 11:14","2023-03-13 22:59",165.6697367,"black",1,"SDB","1",-73.74,45.47,"PETI",2023,3,13,4.4,-0.4,2,0.2,24,35,2023-03-13 01:43:00,2023-03-12 21:43:00
"104","end",5,77881,220,0,0,"59:59.6",0.513849046,0.454574554,0.097588992,0.089355397,"52:11.5",6,"good",1.866666667,2024-06-11,"2024-06-10","2024-06-11 0:44","2024-06-11 9:08","2024-06-12 0:45",67.357965,"black",1,"SDB","2",-73.74,45.47,"PETI",2024,6,11,17.9,12.1,15,0,0,0,2024-06-11 01:52:00,2024-06-10 21:52:00
"97","end",6,77874,270,9.7,0,"59:52.7",0.686892166,0.580310983,0.129338059,0.097406997,"11:51.5",5,"good",2.183333333,2024-07-26,"2024-07-25","2024-07-26 0:33","2024-07-26 9:34","2024-07-27 0:32",98.592255,"black",1,"SDB","2",-73.74,45.47,"PETI",2024,7,26,27.4,16,21.7,0,0,40,2024-07-26 02:11:00,2024-07-25 22:11:00
"631","end",6,90349,138,9.7,0,"59:52.0",0.656245323,0.43787315,0.1268594,0.043235338,"19:18.1",11,"good",2.316666667,2025-03-29,"2025-03-28","2025-03-28 23:19","2025-03-29 10:42","2025-03-29 23:20",179.9519183,"black",1,"BDU","3",-73.74,45.47,"PETI",2025,3,29,1.6,-5.2,-1.8,1.5,0,46,2025-03-29 02:19:00,2025-03-28 22:19:00
"213","end",3,68913,165,0,7.3,"59:55.7",0.695745732,0.596267937,0.095326825,0.073846149,"27:29.4",2,"good",2.45,2023-04-05,"2023-04-04","2023-04-04 23:27","2023-04-05 10:30","2023-04-05 23:28",179.8067533,"black",1,"SDB","1",-73.74,45.47,"PETI",2023,4,5,0.5,-2.5,-1,21.4,0,114,2023-04-05 02:27:00,2023-04-04 22:27:00
"213","end",3,68913,172,7.3,7.3,"59:52.9",0.730935977,0.665377451,0.106997238,0.094712991,"36:20.5",2,"good",2.6,2023-04-12,"2023-04-11","2023-04-11 23:36","2023-04-12 10:17","2023-04-12 23:37",179.674415,"black",1,"SDB","1",-73.74,45.47,"PETI",2023,4,12,16.4,7.7,12,0,0,39,2023-04-12 02:36:00,2023-04-11 22:36:00
"104","end",5,77881,243,223.07,38.8,"59:53.7",0.615240058,0.468235087,0.105832871,0.100117111,"56:57.8",6,"good",2.933333333,2024-07-04,"2024-07-03","2024-07-04 0:48","2024-07-04 9:14","2024-07-05 0:48",128.3960133,"black",1,"SDB","2",-73.74,45.47,"PETI",2024,7,4,29.1,21.8,25.4,0,0,32,2024-07-04 02:56:00,2024-07-03 22:56:00
"104","end",5,77881,222,9.7,0,"59:58.0",0.499444459,0.434161064,0.096943432,0.079167757,"34:48.8",6,"good",3.566666667,2024-06-13,"2024-06-12","2024-06-13 0:45","2024-06-13 9:08","2024-06-14 0:46",168.8806383,"black",1,"SDB","2",-73.74,45.47,"PETI",2024,6,13,27.4,12.9,20.2,4.3,0,46,2024-06-13 03:34:00,2024-06-12 23:34:00
"104","end",5,77881,250,9.7,9.7,"59:54.9",0.613685042,0.447086356,0.08892077,0.070565407,"45:18.8",6,"good",3.75,2024-07-11,"2024-07-10","2024-07-11 0:45","2024-07-11 9:19","2024-07-12 0:45",179.6973583,"black",1,"SDB","2",-73.74,45.47,"PETI",2024,7,11,21.2,19.1,20.2,0,0,32,2024-07-11 03:45:00,2024-07-10 23:45:00
"104","end",5,77881,229,9.7,9.7,"59:51.6",0.382645353,0.330047869,0.056935418,0.03236289,"47:41.1",6,"good",3.783333333,2024-06-20,"2024-06-19","2024-06-20 0:48","2024-06-20 9:08","2024-06-21 0:48",179.0020083,"black",1,"SDB","2",-73.74,45.47,"PETI",2024,6,20,32.3,22.1,27.2,1.3,0,41,2024-06-20 03:47:00,2024-06-19 23:47:00
"104","end",5,77881,240,9.7,64797,"59:56.0",0.622577857,0.458756039,0.103936711,0.102015021,"49:12.7",6,"good",3.816666667,2024-07-01,"2024-06-30","2024-07-01 0:49","2024-07-01 9:12","2024-07-02 0:49",179.9791033,"black",1,"SDB","2",-73.74,45.47,"PETI",2024,7,1,26,15.7,20.9,0.4,0,31,2024-07-01 03:49:00,2024-06-30 23:49:00
"210","end",5,68910,40,0,7.3,"59:38.6",0.709260014,0.533434471,0.127269056,0.059439977,"27:46.3",1,"good",18.45,2022-11-22,"2022-11-21","2022-11-21 21:22","2022-11-22 12:05","2022-11-22 21:21",-173.5443333,"black",1,"SDB","1",-73.74,45.47,"PETI",2022,11,22,0.8,-6.4,-2.8,0,3,48,2022-11-22 18:27:00,2022-11-22 13:27:00
"210","end",5,68910,39,0,7.3,"21:28.9",0.605351006,0.501158868,0.146220642,0.049618014,"30:26.3",1,"good",18.5,2022-11-21,"2022-11-20","2022-11-20 21:22","2022-11-21 12:04","2022-11-21 21:22",-171.679065,"black",1,"SDB","1",-73.74,45.47,"PETI",2022,11,21,4.2,-9.7,-2.8,0,4,56,2022-11-21 18:30:00,2022-11-21 13:30:00
"102","end",3,77879,48,0,9.7,"57:37.7",1.457830936,0.934747924,0.824075573,0.512563668,"32:18.3",6,"good",18.53333333,2023-12-21,"2023-12-20","2023-12-20 21:15","2023-12-21 12:33","2023-12-21 21:16",-163.978155,"black",1,"SDB","2",-73.74,45.47,"PETI",2023,12,21,-3.9,-9.2,-6.5,1,0,39,2023-12-21 18:32:00,2023-12-21 13:32:00
"637","end",2,90355,1,0,0,"03:38.9",1.578490317,0.5437161,1.356753065,0.236450581,"32:01.4",12,"good",18.53333333,2024-11-13,"2024-11-12","2024-11-12 21:30","2024-11-13 11:53","2024-11-13 21:29",-177.192895,"black",1,"BDU","3",-73.74,45.47,"PETI",2024,11,13,3.5,-2.6,0.5,0,0,0,2024-11-13 18:32:00,2024-11-13 13:32:00
"114","end",5,77891,17,0,9.6,"34:50.7",1.089198893,0.843582962,0.712205155,0.381848229,"43:10.7",7,"good",18.71666667,2023-12-06,"2023-12-05","2023-12-05 21:14","2023-12-06 12:21","2023-12-06 21:14",-151.3049817,"black",1,"BDU","2",-73.74,45.47,"PETI",2023,12,6,-6.5,-11.7,-9.1,2.3,17,0,2023-12-06 18:43:00,2023-12-06 13:43:00
"129","end",8,77904,7,0,0,"59:59.8",0.456145319,0.304439514,0.070872162,0.044570731,"52:23.0",8,"good",18.86666667,2023-10-29,"2023-10-28","2023-10-28 21:51","2023-10-29 11:31","2023-10-29 21:49",-177.38305,"black",1,"BDU","2",-73.74,45.47,"PETI",2023,10,29,5.9,3.5,4.7,1,0,0,2023-10-29 18:52:00,2023-10-29 14:52:00
"620","end",4,90338,38,9.6,0.1,"37:44.3",0.953918714,0.654101498,0.384174381,0.12022058,"56:28.7",10,"good",18.93333333,2024-12-05,"2024-12-04","2024-12-04 21:14","2024-12-05 12:21","2024-12-05 21:14",-138.05468,"black",1,"BDU","3",-73.74,45.47,"PETI",2024,12,5,1.4,-4.2,-1.4,1.9,1,53,2024-12-05 18:56:00,2024-12-05 13:56:00
"121","end",2,77898,65,0,38.82,"59:59.8",1.466773087,0.671816837,0.832524261,0.094139368,"01:03.7",8,"good",19.01666667,2023-12-21,"2023-12-20","2023-12-20 21:15","2023-12-21 12:33","2023-12-21 21:16",-135.22202,"black",1,"BDU","2",-73.74,45.47,"PETI",2023,12,21,-3.9,-9.2,-6.5,1,0,39,2023-12-21 19:01:00,2023-12-21 14:01:00
"116","end",7,77893,56,0,9.7,"54:45.3",1.24667224,0.754483997,0.624682553,0.251688986,"04:58.0",7,"good",19.06666667,2024-01-17,"2024-01-16","2024-01-16 21:40","2024-01-17 12:32","2024-01-17 21:41",-156.432845,"black",1,"SDB","2",-73.74,45.47,"PETI",2024,1,17,-8,-13.3,-10.7,1.4,14,47,2024-01-17 19:04:00,2024-01-17 14:04:00
"638","end",3,90356,1,1959.12,9.7,"59:53.7",1.595013603,0.526474013,0.680840864,0.115232209,"05:22.0",12,"good",19.08333333,2024-11-13,"2024-11-12","2024-11-12 21:30","2024-11-13 11:53","2024-11-13 21:29",-143.8498467,"black",1,"NDG","3",-73.74,45.47,"PETI",2024,11,13,3.5,-2.6,0.5,0,0,0,2024-11-13 19:05:00,2024-11-13 14:05:00
"92","end",2,77869,30,9.7,9.7,"30:43.6",0.754518424,0.63397361,0.110883774,0.085250952,"07:04.6",5,"good",19.11666667,2023-11-27,"2023-11-26","2023-11-26 21:18","2023-11-27 12:11","2023-11-27 21:18",-131.0226567,"black",1,"BDU","2",-73.74,45.47,"PETI",2023,11,27,5.5,0.5,3,4.3,0,48,2023-11-27 19:07:00,2023-11-27 14:07:00
"224","end",4,68924,53,7.3,0,"30:29.8",1.440636968,0.678361512,0.821231593,0.115402931,"12:51.4",4,"good",19.2,2022-12-26,"2022-12-25","2022-12-25 21:18","2022-12-26 12:35","2022-12-26 21:19",-126.3436083,"black",1,"SDB","1",-73.74,45.47,"PETI",2022,12,26,-2.8,-8.8,-5.8,0.2,14,39,2022-12-26 19:12:00,2022-12-26 14:12:00
"213","end",3,68913,112,7.3,0,"59:57.1",0.691400566,0.487485994,0.134916612,0.055652388,"19:10.5",2,"good",19.31666667,2023-02-11,"2023-02-10","2023-02-10 22:15","2023-02-11 12:05","2023-02-11 22:17",-178.2577367,"black",1,"SDB","1",-73.74,45.47,"PETI",2023,2,11,-0.5,-7.6,-4.1,0.5,28,38,2023-02-11 19:19:00,2023-02-11 14:19:00
"209","end",4,68909,54,0,7.3,"54:29.9",1.204852567,0.889854832,0.501586117,0.240077496,"20:20.5",1,"good",19.33333333,2022-12-06,"2022-12-05","2022-12-05 21:14","2022-12-06 12:22","2022-12-06 21:14",-114.092435,"black",1,"SDB","1",-73.74,45.47,"PETI",2022,12,6,8.2,2.7,5.5,15.2,0,33,2022-12-06 19:20:00,2022-12-06 14:20:00
"222","end",2,68922,34,7.3,0,"48:52.9",1.164538836,0.918010761,0.478597781,0.265499485,"20:37.1",4,"good",19.33333333,2022-12-06,"2022-12-05","2022-12-05 21:14","2022-12-06 12:22","2022-12-06 21:14",-113.81484,"black",1,"SDB","1",-73.74,45.47,"PETI",2022,12,6,8.2,2.7,5.5,15.2,0,33,2022-12-06 19:20:00,2022-12-06 14:20:00
"216","end",1,68916,32,0,7.3,"57:09.5",0.591856814,0.455162519,0.112940265,0.051374528,"23:49.0",3,"good",19.38333333,2022-11-27,"2022-11-26","2022-11-26 21:18","2022-11-27 12:11","2022-11-27 21:17",-114.1170317,"black",1,"SDB","1",-73.74,45.47,"PETI",2022,11,27,10.7,2.9,6.8,3.2,0,32,2022-11-27 19:23:00,2022-11-27 14:23:00
"130","end",9,77905,53,0,9.7,"10:10.9",1.416042247,0.959778357,0.617908577,0.287530154,"23:19.9",8,"good",19.38333333,2023-12-15,"2023-12-14","2023-12-14 21:14","2023-12-15 12:29","2023-12-15 21:14",-111.05104,"black",1,"BDU","2",-73.74,45.47,"PETI",2023,12,15,8.1,2.6,5.4,0,1,46,2023-12-15 19:23:00,2023-12-15 14:23:00
"210","end",5,68910,38,0,7.3,"51:44.7",0.737025844,0.621558234,0.113900578,0.082259162,"29:24.5",1,"good",19.48333333,2022-11-20,"2022-11-19","2022-11-19 21:23","2022-11-20 12:02","2022-11-20 21:22",-113.5411483,"black",1,"SDB","1",-73.74,45.47,"PETI",2022,11,20,-1,-8.9,-4.9,0.2,5,68,2022-11-20 19:29:00,2022-11-20 14:29:00
"620","end",4,90338,40,9.7,126.08,"59:53.5",0.82632094,0.582711577,0.207861271,0.061860476,"30:25.9",10,"good",19.5,2024-12-07,"2024-12-06","2024-12-06 21:14","2024-12-07 12:23","2024-12-07 21:14",-103.7514717,"black",1,"BDU","3",-73.74,45.47,"PETI",2024,12,7,-2.5,-8.3,-5.4,2.4,1,0,2024-12-07 19:30:00,2024-12-07 14:30:00
"116","end",7,77893,75,9.7,0,"05:40.3",1.176615718,0.755124941,0.445893265,0.280566751,"31:08.3",7,"good",19.51666667,2024-02-05,"2024-02-04","2024-02-04 22:06","2024-02-05 12:13","2024-02-05 22:08",-157.1117117,"black",1,"SDB","2",-73.74,45.47,"PETI",2024,2,5,1.5,-10.5,-4.5,6,11,0,2024-02-05 19:31:00,2024-02-05 14:31:00
"92","end",2,77869,3,0,9.7,"59:55.3",0.450807217,0.398223907,0.089298982,0.066057091,"32:04.2",5,"good",19.53333333,2023-10-31,"2023-10-30","2023-10-30 21:48","2023-10-31 11:34","2023-10-31 21:46",-134.7136133,"black",1,"BDU","2",-73.74,45.47,"PETI",2023,10,31,4.5,-1.3,1.6,1.5,0,0,2023-10-31 19:32:00,2023-10-31 15:32:00
"224","end",4,68924,6,7.3,7.3,"41:03.4",1.148106581,0.81155786,0.707733263,0.151799369,"33:13.5",4,"good",19.55,2022-11-09,"2022-11-08","2022-11-08 21:35","2022-11-09 11:47","2022-11-09 21:34",-121.12461,"black",1,"SDB","1",-73.74,45.47,"PETI",2022,11,9,8.9,-3.6,2.7,0,0,0,2022-11-09 19:33:00,2022-11-09 14:33:00
"127","end",7,77903,113,0,9.7,"22:04.9",1.416822855,0.840285139,0.627808087,0.378021011,"39:28.1",8,"good",19.65,2024-02-09,"2024-02-08","2024-02-08 22:12","2024-02-09 12:08","2024-02-09 22:14",-154.6488,"black",1,"SDB","2",-73.74,45.47,"PETI",2024,2,9,6.8,-0.8,3,9.2,11,0,2024-02-09 19:39:00,2024-02-09 14:39:00
"92","end",2,77869,28,9.7,0,"53:44.5",0.866430118,0.675939595,0.135816985,0.104891352,"43:30.7",5,"good",19.71666667,2023-11-25,"2023-11-24","2023-11-24 21:20","2023-11-25 12:08","2023-11-25 21:19",-95.83784667,"black",1,"BDU","2",-73.74,45.47,"PETI",2023,11,25,3.5,-8.4,-2.5,1.7,0,38,2023-11-25 19:43:00,2023-11-25 14:43:00
