"","ID","Site","randLat","randLon","Winter","Mean_Veg_Height_25_m","Mean_Veg_Height_50_m","Mean_Veg_Height_100_m","Mean_Veg_Height_200_m","Sd_Veg_Height_25_m","Sd_Veg_Height_50_m","Sd_Veg_Height_100_m","Sd_Veg_Height_200_m","mean_Pop_Dens_25_m","mean_Pop_Dens_50_m","mean_Pop_Dens_100_m","mean_Pop_Dens_200_m","mean_Single_House_25_m","mean_Single_House_50_m","mean_Single_House_100_m","mean_Single_House_200_m","mean_Semi_Detached_House_25_m","mean_Semi_Detached_House_50_m","mean_Semi_Detached_House_100_m","mean_Semi_Detached_House_200_m","mean_Row_House_25_m","mean_Row_House_50_m","mean_Row_House_100_m","mean_Row_House_200_m","mean_App_Duplex_25_m","mean_App_Duplex_50_m","mean_App_Duplex_100_m","mean_App_Duplex_200_m","mean_App_Less_5_Storeys_25_m","mean_App_Less_5_Storeys_50_m","mean_App_Less_5_Storeys_100_m","mean_App_Less_5_Storeys_200_m","mean_App_Over_5_Storeys_25_m","mean_App_Over_5_Storeys_50_m","mean_App_Over_5_Storeys_100_m","mean_App_Over_5_Storeys_200_m","sd_Pop_Dens_25_m","sd_Pop_Dens_50_m","sd_Pop_Dens_100_m","sd_Pop_Dens_200_m","sd_Single_House_25_m","sd_Single_House_50_m","sd_Single_House_100_m","sd_Single_House_200_m","sd_Semi_Detached_House_25_m","sd_Semi_Detached_House_50_m","sd_Semi_Detached_House_100_m","sd_Semi_Detached_House_200_m","sd_Row_House_25_m","sd_Row_House_50_m","sd_Row_House_100_m","sd_Row_House_200_m","sd_App_Duplex_25_m","sd_App_Duplex_50_m","sd_App_Duplex_100_m","sd_App_Duplex_200_m","sd_App_Less_5_Storeys_25_m","sd_App_Less_5_Storeys_50_m","sd_App_Less_5_Storeys_100_m","sd_App_Less_5_Storeys_200_m","sd_App_Over_5_Storeys_25_m","sd_App_Over_5_Storeys_50_m","sd_App_Over_5_Storeys_100_m","sd_App_Over_5_Storeys_200_m"
"11","104",1,45.4291282524918,-73.9406631782635,2,5.21315003800334,2.87547725863952,1.34006809147799,1.42284828985049,4.78352517137758,4.29044891547791,3.23002880539173,3.6965002188264,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12","104",1,45.4302007207343,-73.9360629624811,2,1.4430663147751,4.72675104962291,4.57771726180004,5.00401825319064,2.89986542660943,4.99054949710879,5.04957329283608,6.17987350832298,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13","104",1,45.4268826512551,-73.9393786006944,2,4.1899693677479,2.66531153504249,1.24617884567272,0.814832678664204,4.76242072426026,4.66016395887225,3.23933798212522,2.70413498521503,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14","104",1,45.4300919488193,-73.9376456045893,2,5.5094065869314,2.83754158286985,1.36675361369164,1.42816915006091,4.90906726699361,4.24897261076268,3.2721868316271,3.70358689636102,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15","104",1,45.4306567541779,-73.9388334476812,2,1.53739295034933,2.06652098334732,3.4320572860191,6.53116998627663,2.34108093696342,2.65126018097094,4.42319655797851,7.86085218202218,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16","104",1,45.4311397612021,-73.940224323268,2,11.3329289339661,7.06896848559578,4.482579922742,5.6368417163933,8.56292486529595,7.73808162447745,6.92456602593253,8.08827941158368,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17","104",1,45.4302492560951,-73.939796618908,2,5.50579550257781,2.70326236796262,1.4041660228594,1.50495328812657,5.24960089863334,4.20751115994524,3.3534719476954,3.78851680813741,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18","104",1,45.4312191071156,-73.9400226609071,2,3.14127902113242,4.37819178569474,4.38540897329917,6.05268659289443,3.91484782948634,6.09745513940597,6.50568672122677,8.09581674284166,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19","104",1,45.4300442702338,-73.9375904872805,2,3.14127902113242,4.37819178569474,4.38540897329917,6.05268659289443,3.91484782948634,6.09745513940597,6.50568672122677,8.09581674284166,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20","107",6,45.4562128626233,-73.6472612085673,2,2.30957702465709,3.31892047200341,4.18842556846186,6.17269668602457,2.44745703197826,4.89539932059101,6.17775061068774,8.03575316245322,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21","107",6,45.4546610336421,-73.6424352589935,2,11.4430715703746,7.4002467800752,4.66193889568992,5.75559874176325,8.59022890889676,7.95774011019011,7.05732738399662,8.19669861315551,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22","107",6,45.4624418493802,-73.6413318600374,2,15.4128795083267,10.4322607311148,7.53336901041444,7.71001446219192,10.537694310739,9.16133263854476,8.12759180412995,9.60748161843008,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23","107",6,45.460839650851,-73.644315103232,2,6.84119764088852,5.67810808032421,6.90215984883672,7.58840980186568,4.81753494122368,5.31079891674412,8.7254524572262,9.59141032637201,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24","107",6,45.4616387227463,-73.6424718992359,2,3.0370131890222,4.93350838971645,7.30870600637277,5.02142992397759,3.42213973699473,4.97915326581126,6.56859622241888,6.37399000679372,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25","107",6,45.4646412310931,-73.6429381261476,2,15.5332855798073,10.9584686485154,9.413700204511,8.87653492223714,10.4127310415807,9.47640903079843,8.5886093761657,10.0826822101684,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26","107",6,45.4659106140079,-73.6448404702391,2,15.5332855798073,10.9584686485154,9.413700204511,8.87653492223714,10.4127310415807,9.47640903079843,8.5886093761657,10.0826822101684,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27","107",6,45.4643080638903,-73.6480052324956,2,1.14437658101245,2.3879785901903,2.95776988276215,3.88908639600665,1.67841242526399,3.95220852219875,4.12148927895956,5.67443208141943,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28","107",6,45.4652026663659,-73.6427022410506,2,2.69947099540143,2.64467585340331,3.65929715174074,6.6727359600167,3.00400036423108,3.2159599333093,4.68954220327769,7.2162612732551,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29","107",6,45.4644195387158,-73.6422254200444,2,11.4317754458075,8.0206169165311,5.00143613320453,5.97154281855299,8.59658275830527,8.44530551238535,7.25691715631684,8.39367418089355,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30","107",6,45.4656179601537,-73.6426585286573,2,1.79527486074725,2.44717368763923,3.5305563684703,7.07951302149414,2.64293543916244,2.87167454192747,3.90975662395294,7.90108968486474,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31","107",6,45.4652646795693,-73.6436632816515,2,1.79527486074725,2.44717368763923,3.5305563684703,7.07951302149414,2.64293543916244,2.87167454192747,3.90975662395294,7.90108968486474,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32","108",6,45.4603240999395,-73.6434519631668,2,1.79527486074725,2.44717368763923,3.5305563684703,7.07951302149414,2.64293543916244,2.87167454192747,3.90975662395294,7.90108968486474,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33","108",6,45.4600975044158,-73.640349350711,2,5.21601724892111,4.2783894897919,3.02894265744791,4.17259098743654,3.93320392834559,5.86157946734947,5.69028723261937,6.59835779596696,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34","108",6,45.4625286196598,-73.6439031592121,2,1.78161313976647,2.11759221975756,3.51177198421539,6.65045557168879,2.47873464123126,2.70734531406381,4.52796455736945,7.94012773696081,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35","108",6,45.4629575507481,-73.6453407952497,2,0.808677971271799,2.0113677725887,2.87901616016026,3.8895822930809,1.5046723567619,3.50492982675641,4.23689745879149,5.94187372989702,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36","108",6,45.4625635812382,-73.6401264678554,2,4.1932466586674,3.10321580183412,2.59008936640863,3.03197971745134,4.96360361039721,4.73343921966251,4.04552971004839,5.01830333639682,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37","108",6,45.4634004105743,-73.640601642668,2,4.69811506072178,3.26516245859835,2.66775309106336,3.03196230236694,5.1379564085049,4.86974670223665,4.1265798336254,4.99014269416379,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38","108",6,45.4627801193943,-73.6401803812052,2,4.69811506072178,3.26516245859835,2.66775309106336,3.03196230236694,5.1379564085049,4.86974670223665,4.1265798336254,4.99014269416379,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39","108",6,45.4630342690351,-73.6384656103451,2,3.59461255321443,3.68712437163486,2.73430211295374,3.86140955308626,3.03122545383694,5.66726435337111,5.23995021974546,6.24273031574521,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40","108",6,45.4630703130925,-73.6383306448865,2,1.10471582876616,2.55737430692238,3.00946378698767,3.88734885635175,1.65283245015963,4.01252525556655,4.23512943361941,5.61562104788978,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41","108",6,45.4631383995658,-73.6362230027477,2,1.05379834728669,2.99418647475481,3.08748639108869,3.79471839778108,1.65377330223578,4.31450255918201,4.39031502141987,5.45937339346828,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42","108",6,45.4607021831025,-73.6357579540537,2,1.0498011081818,2.97437407720571,3.06948520017409,3.78703781602724,1.63918403451401,4.33054077514864,4.37728391573218,5.46497478807131,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43","108",6,45.4595323111957,-73.6369072268728,2,1.12382426341818,2.38418585220622,2.98627908119897,3.92499414168004,1.67341754532899,3.86648215990382,4.16354069027501,5.67501389521911,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44","108",6,45.4627246852728,-73.6392592589865,2,4.24519134529275,3.48930609615475,2.85407582633177,3.17419948647859,4.78106281322365,4.9905039063928,4.28730567468026,5.07141431547405,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45","108",6,45.463646405851,-73.6379279175558,2,4.24519134529275,3.48930609615475,2.85407582633177,3.17419948647859,4.78106281322365,4.9905039063928,4.28730567468026,5.07141431547405,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46","108",6,45.463439655606,-73.6317665524714,2,1.12721315374229,1.94646940401183,2.95690036122718,4.86100641908617,1.72159011085552,2.58337628439825,3.85128404534697,6.39186768264223,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47","108",6,45.4636097719989,-73.6365453455194,2,8.6539190562331,9.77839841570717,9.6500274599412,7.06434382094948,6.80521009830785,7.24473821178723,7.03064583746837,6.87272996384761,700.95,700.95,700.95,601.1,167.5,167.5,167.5,165,0,0,0,0,20,20,20,24,0,0,0,0,20,20,20,24,0,0,0,0,706.046121014768,706.046121014768,521.449618415293,494.129351816436,17.6776695296637,17.6776695296637,13.0558241966773,12.3717914826348,0,0,0,0,28.2842712474619,28.2842712474619,20.8893187146837,19.7948663722157,0,0,0,0,28.2842712474619,28.2842712474619,20.8893187146837,19.7948663722157,0,0,0,0
"48","108",6,45.4612382627446,-73.6332658349555,2,4.47353201855455,5.19580947090311,10.1814423134383,11.7291217702049,4.39038379200847,5.83330166189179,9.52418273655222,9.87195862121183,3020.3,1085.63333333333,1323.78333333333,1133.86862745098,150,286.666666666667,252.916666666667,243.43137254902,0,13.3333333333333,11.25,11.9607843137255,0,10,7.5,6.76470588235294,0,0,0,0,0,3.33333333333333,2.91666666666667,3.23529411764706,0,0,0,0,0,1675.47048118829,1497.62517572646,1407.18191368283,0,118.356805183873,106.631445416046,102.139562345246,0,11.5470053837925,10.0283688513228,9.11473704352183,0,8.66025403784439,7.8334945180064,7.53813832532706,0,0,0,0,0,2.88675134594813,2.57464325272219,2.41319899961953,0,0,0,0
"49","108",6,45.4650822510946,-73.636991793102,2,2.2268416141893,2.34447424183569,2.14034173089747,2.8564459868407,3.42417112736759,4.16966574873613,4.14950693184767,5.01861787608664,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50","108",6,45.4618265894032,-73.6322079774203,2,3.83775393849672,3.03880200546928,2.5581746566393,3.0408012804083,4.82749964167079,4.66172746888686,4.01666338191155,5.0444531637604,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51","108",6,45.4613211541438,-73.6316003929456,2,1.090585833961,2.72503052214373,3.02794467347391,3.8447020735468,1.64236825663444,4.15665585884888,4.29150294775502,5.56303316607668,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52","108",6,45.4632565220743,-73.6368457827477,2,4.88559788614131,6.77120051518736,9.54288185340256,10.5754446752176,5.27201893901223,7.15463663724313,8.96383785509876,9.85959212116554,118.3,2052.96666666667,1320.1,1168.44615384615,355,218.333333333333,236.25,233.942307692308,20,6.66666666666667,10.8333333333333,11.5384615384615,15,5,6.25,6.05769230769231,0,0,0,0,5,1.66666666666667,2.91666666666667,3.17307692307692,0,0,0,0,0,1675.47048118829,1500.9102813717,1418.97476500127,0,118.356805183873,104.840246435838,100.627134192258,0,11.5470053837925,9.73123680201904,9.04988687712105,0,8.66025403784439,7.72392975816656,7.43181676661156,0,0,0,0,0,2.88675134594813,2.57464325272219,2.43117944301997,0,0,0,0
"53","108",6,45.4639656070252,-73.6355409351378,2,1.18310395414797,2.63347501036107,3.12092946770217,4.00864823514131,1.82297964018932,3.7761983926586,4.32668011647607,5.64144665301513,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54","108",6,45.4634741329922,-73.6362293612355,2,1.18310395414797,2.63347501036107,3.12092946770217,4.00864823514131,1.82297964018932,3.7761983926586,4.32668011647607,5.64144665301513,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55","109",4,45.4089142659482,-73.9282581873654,2,1.27828424715148,2.05348257600445,3.04826930450158,4.5887316685763,1.90642618420386,2.70569379375319,4.0353629239534,6.0836035212568,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
